beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness,T,Shift,volatility,dV_dbeta,dV_drho,dV_dvolvol,dV_dvatm,dV_dF,dV_dK
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.015,0.4054651081081644,1.0,0.0,0.01157806565724316,0.002615347403956232,0.00055461354433343,-0.00038764593011747105,1.0840832132500575,-0.1864793730034481,0.10119853808584553
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.081,-0.2876820724517809,1.0,0.0,0.011969988366577082,-0.0014217833499255335,-0.002630123403824522,0.006841135100339015,0.9333954034740306,0.05170165176158504,-0.047925339216442146
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.09257142857142857,-0.15415067982725836,1.0,0.0,0.011459979872481586,-0.0008060385510190165,-0.0017009296133252189,0.0033071247676565,0.9669738410126171,0.041298236757310265,-0.039297051668702745
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.011083711850859514,-0.00019857522224031956,-0.0004708212396403301,0.000587386922962855,0.994256275374988,0.02519220335039568,-0.024723070023804198
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.11571428571428571,0.06899287148695142,1.0,0.0,0.01090810630639233,0.0003849255636506231,0.0009975837231061225,-0.0005352875469335593,1.003709461872968,0.004131610193552586,-0.005010495880742527
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,0.010972791922868439,0.0009134107715101312,0.0024939463012423643,0.0003719972550531746,0.9891998715311104,-0.01799313695263956,0.01597972337587233
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.13885714285714285,0.251314428280906,1.0,0.0,0.011264954993674766,0.001368793670440268,0.003795198097678333,0.0029380098623441914,0.9579471384102074,-0.03662199433927194,0.03371722447516709
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.1504285714285714,0.33135713595444244,1.0,0.0,0.0117329672429756,0.001761686111248977,0.0048204536413489355,0.006374713331937444,0.9230323254956595,-0.04990148095952941,0.04632210193719842
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.162,0.4054651081081644,1.0,0.0,0.012319465579518176,0.0021155746278348365,0.005608285520954161,0.010072487726828875,0.8929891960515123,-0.05849853079349199,0.05440523415505046
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.013638090941011307,-0.0013683483374336799,-0.003937553450880008,0.01479892461199079,0.9061497546326293,0.0654156991048867,-0.06346179681113763
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.1765714285714286,-0.15415067982725822,1.0,0.0,0.012290937720282167,-0.0007859086645457713,-0.0028176752303268136,0.007622179509185102,0.9455491898169162,0.058072198895425205,-0.05704557496385432
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.011225525889757075,-0.00019786954540390047,-0.0008757640611077957,0.0012780794122852763,0.9917188973178183,0.036481740905959015,-0.03623712210064034
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.22071428571428575,0.06899287148695163,1.0,0.0,0.010835106169396721,0.0003790554025225287,0.0019185285834205682,-0.00020949438017939798,0.989784624105786,-0.003215904804415037,0.0027652314994358615
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.24278571428571433,0.16430305129127634,1.0,0.0,0.011312119184793183,0.0008506253366720358,0.004341991062758025,0.004771561053453328,0.9209467121689365,-0.03853145201386242,0.037562065206710356
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.2648571428571429,0.25131442828090617,1.0,0.0,0.012357125048250287,0.0012296388100607879,0.005826088175341169,0.011878274369464845,0.8558373918470386,-0.05595587846917172,0.054633785895044876
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.2869285714285715,0.3313571359544426,1.0,0.0,0.01364788782895404,0.001584610356146077,0.006772887780216519,0.01867776780659541,0.8199772766206338,-0.06282167875512976,0.06123375476343714
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.30900000000000005,0.40546510810816455,1.0,0.0,0.015028818625932333,0.0019470281021381308,0.007480087970127573,0.02487309811707279,0.80591457754017,-0.06526122416880972,0.06345590713300865
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.01540913398386404,-0.0013465321453513743,-0.004751124423634078,0.022292575309448642,0.898476658729873,0.06869766512802501,-0.06735950686386377
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.2605714285714286,-0.15415067982725822,1.0,0.0,0.013232767294061053,-0.0007695513965748925,-0.0036139031108405532,0.012201679046639246,0.928070512062102,0.0655179728729839,-0.06483148460261552
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.011384658122224724,-0.0001970545523655561,-0.0012550026695113481,0.002092309796800661,0.9878413520157217,0.0433130275314519,-0.043147911825403264
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.32571428571428573,0.06899287148695142,1.0,0.0,0.010857329465961105,0.0003704770847787722,0.0027905616463789955,0.0008531746116992547,0.9678397710518264,-0.014196441719246698,0.013898868621927615
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,0.012027191228903913,0.0007936686785314295,0.005556386818603931,0.010483845361421556,0.857272599544751,-0.05183461008225645,0.051230441584702004
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.3908571428571429,0.251314428280906,1.0,0.0,0.01389983963638291,0.0011605476206929658,0.006926029004746355,0.020503184757027584,0.8018235433681716,-0.06216588770203175,0.06134829031342992
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.4234285714285715,0.33135713595444244,1.0,0.0,0.015939503911336767,0.0015449976073005586,0.007846963754225021,0.02926868310426877,0.789785425548032,-0.06424880360440413,0.06325436252850085
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.45600000000000007,0.4054651081081644,1.0,0.0,0.017997336046251533,0.0019605275372150295,0.008606546642142365,0.03719197845925715,0.7983573072314853,-0.06406563963636012,0.06292010126342991
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.017184394529232882,-0.0013459888100093712,-0.00534274822827582,0.029210257490962305,0.9041324670171604,0.068922586071328,-0.06788696005835741
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.3445714285714286,-0.15415067982725836,1.0,0.0,0.014226635367311818,-0.0007590364500224036,-0.004204556124326486,0.016684179882486574,0.9175004336315871,0.06889214148229754,-0.06837620363870088
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.3876428571428571,-0.03636764417087495,1.0,0.0,0.011559196029344064,-0.00019609531967226763,-0.0016074353749311265,0.003006382347969651,0.983120220543596,0.04853793142705238,-0.04841401990767492
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.4307142857142857,0.06899287148695142,1.0,0.0,0.010967883583681347,0.0003600663378613161,0.003569849312036641,0.0024992109658147784,0.940806113935116,-0.02483693956066515,0.02461838649385078
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.47378571428571425,0.16430305129127615,1.0,0.0,0.012939998522346405,0.0007558903338422881,0.006361726234428756,0.01608723170148829,0.8140616494939096,-0.05835009179186915,0.05792086557293908
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.5168571428571429,0.25131442828090617,1.0,0.0,0.015576318462128699,0.001139838671380368,0.007687115084332079,0.02814513323305841,0.7821424739351194,-0.06336218842360825,0.06277241590762257
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.5599285714285714,0.33135713595444244,1.0,0.0,0.018279403569942343,0.0015654904560382192,0.008673025223463582,0.03860712334770068,0.7922209891360932,-0.06315098365043305,0.06242169219585583
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.603,0.4054651081081642,1.0,0.0,0.02094050947740099,0.0020356619706131253,0.009534821442930937,0.048181632057993494,0.8184585631196346,-0.06193726574163861,0.061088337621300344
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.375,-0.2876820724517809,1.0,0.0,0.01893372320859514,-0.0013579448711506525,-0.0058212810978619765,0.03567824938485879,0.9175473829762542,0.0681520272040519,-0.06729426752930923
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.42857142857142855,-0.15415067982725836,1.0,0.0,0.015241126261328406,-0.0007537553428735222,-0.0046673343428564745,0.020974862765317005,0.9131231987878257,0.07026302115146298,-0.06984781538079823
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.011747216461321855,-0.00019503801959143394,-0.001933070857056043,0.00399816748984247,0.9778780032138985,0.05279399857528432,-0.0526949258761517
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.5357142857142857,0.06899287148695142,1.0,0.0,0.011154507187598195,0.00034906702789139085,0.004237696390032191,0.004529477292426796,0.9120450343991919,-0.033965208280507565,0.033795211267924265
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.5892857142857143,0.16430305129127634,1.0,0.0,0.013946406212417089,0.0007345690757149197,0.0069538578065097105,0.021275706487650682,0.7887169044872018,-0.06121328400232628,0.060882400694583456
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.6428571428571428,0.251314428280906,1.0,0.0,0.017280860201681868,0.0011445293740678104,0.008311217620484038,0.035092124094187646,0.7806737428639341,-0.06294231092054055,0.06247822239905811
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.6964285714285714,0.33135713595444244,1.0,0.0,0.020592519631883292,0.0016118283392221276,0.009396999034929075,0.0472051396779694,0.8089044092495598,-0.06159848008223054,0.061016705514648474
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.75,0.4054651081081644,1.0,0.0,0.0238138071838476,0.002133998137948404,0.010372359193900128,0.058413655828054634,0.8492760482065619,-0.059932642177067764,0.05925074114494172
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.0075,-0.2876820724517809,1.0,0.0,0.013413924606710413,-0.0018975635290749528,-0.00020512356397037665,0.00022113213517534476,0.9176341584197446,-0.1437343982559279,0.26725461548824336
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.008571428571428572,-0.15415067982725822,1.0,0.0,0.013683478426739908,-0.0010673485368246976,-0.00012289831825987364,0.0001263068538664592,0.9561281050424509,-0.17360119531246013,0.23726697733416535
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.009642857142857142,-0.03636764417087495,1.0,0.0,0.01392475279326454,-0.00026242001107184426,-3.1923575762449517e-05,3.122713806326361e-05,0.9897003649089463,-0.19949853583466587,0.21403964243482115
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.010714285714285714,0.06899287148695142,1.0,0.0,0.014143814920049801,0.0005159781491026305,6.58972564024522e-05,-6.125290379156488e-05,1.0194536625158017,-0.22235888356418815,0.19554023552774685
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.011785714285714285,0.16430305129127615,1.0,0.0,0.014344990983746477,0.001268138252410688,0.00016917220749475243,-0.0001491757516144724,1.0461536273623242,-0.2428225846972375,0.18048018720226042
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.012857142857142857,0.251314428280906,1.0,0.0,0.014531477257835778,0.001995035077270047,0.00027684940364865044,-0.00023117560383637708,1.0703527818860559,-0.26134662576576595,0.1680020959614445
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.013928571428571429,0.33135713595444244,1.0,0.0,0.014705703724419865,0.002697920884128839,0.00038811321951909484,-0.00030629044786962016,1.0924626790711613,-0.27826764911571933,0.15751260252924132
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.015,0.4054651081081644,1.0,0.0,0.014869561723629906,0.003378128902520798,0.0005023159856879805,-0.00037384234770824896,1.1127980243346345,-0.2938402412031824,0.14858767346541593
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.081,-0.2876820724517809,1.0,0.0,0.014784642462349253,-0.001831081915457099,-0.0027901613329160565,0.006382937964717935,0.9421172944871227,0.04439586604294724,-0.039573171911089444
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.09257142857142857,-0.15415067982725836,1.0,0.0,0.014368689498213856,-0.0010318237991588024,-0.0017528870412692821,0.003070420077950347,0.971436982038861,0.03419588237391674,-0.03165592121219768
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.014067352771980204,-0.0002530000167732356,-0.0004729755337445753,0.0005661791964154585,0.9945142207582519,0.02037065503284125,-0.019798442180355504
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.11571428571428571,0.06899287148695142,1.0,0.0,0.013922836784856592,0.0004912573022050039,0.0009916809292273595,-0.0006329311918405373,1.0055904872127157,0.0036331326563283106,-0.004786481919201961
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,0.01396121233974052,0.0011777294886007991,0.002507833836461569,-0.00023659990460194664,1.0014068992747034,-0.014045164762940947,0.011410257357771169
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.13885714285714285,0.251314428280906,1.0,0.0,0.014182161749003054,0.0017894012782163134,0.003922976432468032,0.0016333744123078152,0.9841155935481298,-0.030263793529204806,0.02640920310282818
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.1504285714285714,0.33135713595444244,1.0,0.0,0.01456152982443472,0.0023272575793870033,0.005141799387372737,0.004536325422996443,0.9598107614049619,-0.04345790232839308,0.038635295681165256
0.25,-0.25,0.25,0.014000000000000002,0.024326551847239475,0.108,0.162,0.4054651081081644,1.0,0.0,0.0150641206804691,0.002806722785646316,0.006146883099823807,0.007989654445954479,0.9345370648881143,-0.05331038959590955,0.047731455416392704
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.016371132278892392,-0.0017667887830063937,-0.004373815445297394,0.01429897619078064,0.9157832398197518,0.061439813095120616,-0.05894719790055374
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.1765714285714286,-0.15415067982725822,1.0,0.0,0.015142944663202667,-0.0010115823586903478,-0.003006211825519322,0.00713599626013697,0.9550783008876016,0.05226592498890962,-0.05094753213520071
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.014202869015113596,-0.00025223929282411437,-0.0008863782511903465,0.001209403882611624,0.9929754307674381,0.03237273379137286,-0.03206032299154003
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.22071428571428575,0.06899287148695163,1.0,0.0,0.013816796742226826,0.000486238506929737,0.0019172365735187085,-0.0005765965075265479,0.9970813208126854,0.001058607178103904,-0.001637424129711207
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.24278571428571433,0.16430305129127634,1.0,0.0,0.01412736902651519,0.0011200575961647827,0.004573462343271993,0.003155651383471684,0.9532187906359129,-0.029713993632917574,0.028430190270788077
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.2648571428571429,0.25131442828090617,1.0,0.0,0.014988005094982697,0.0016347017047504534,0.0064696171433107266,0.009827765873800513,0.8965772519526051,-0.04940415619269713,0.047619222767639593
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.2869285714285715,0.3313571359544426,1.0,0.0,0.016159338683586915,0.0020892755806930885,0.007742713886804486,0.016933626728481328,0.854432756716388,-0.05947892396810159,0.05732817629046279
0.25,-0.25,0.25,0.014000000000000002,0.02069034031625585,0.20600000000000002,0.30900000000000005,0.40546510810816455,1.0,0.0,0.017480552141405887,0.0025296656523308616,0.008666627084500418,0.023654516089238048,0.8297967457264628,-0.0642304567551461,0.06179304045622575
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.018107922244529836,-0.0017283020518427637,-0.005404862571459437,0.022120675460056784,0.9016017650004474,0.06711149983549516,-0.06542457659283296
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.2605714285714286,-0.15415067982725822,1.0,0.0,0.016033823575962326,-0.0009924851340204067,-0.003963275202865625,0.011651270701862499,0.9389267123259532,0.06123088274744603,-0.06035105481364242
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.01435259862265996,-0.00025150886321841624,-0.0012801807834457158,0.001958085706623105,0.9904922325345095,0.03903024884427303,-0.03882043510340621
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.32571428571428573,0.06899287148695142,1.0,0.0,0.013786364721037801,0.0004791253990838545,0.0028241677139609436,8.972064324240879e-05,0.9831535969446916,-0.006799340130664306,0.00641289672028364
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,0.014662171195224016,0.0010559292086678694,0.006123055654598278,0.008457633300413383,0.8976157709258356,-0.04395663621295603,0.043144239159998835
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.3908571428571429,0.251314428280906,1.0,0.0,0.016350519597332937,0.0015261726761031129,0.007963769527613433,0.01894856698655388,0.8325216363521848,-0.05900184694104853,0.05790198427289049
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.4234285714285715,0.33135713595444244,1.0,0.0,0.01832766007627781,0.0019865696275745332,0.009138780449522991,0.02852735881584511,0.8041849008634752,-0.06388278823809612,0.0625585507835705
0.25,-0.25,0.25,0.014000000000000002,0.018769775114863912,0.30400000000000005,0.45600000000000007,0.4054651081081644,1.0,0.0,0.020388271558799385,0.002469147107293668,0.010047843888643156,0.037177637897532735,0.7982327787595688,-0.06514523471423726,0.06363334513866425
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.0198859207032066,-0.0017125179087527796,-0.006149071236648345,0.029473751949856544,0.8985825779174729,0.06882253896729919,-0.06753247594426424
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.3445714285714286,-0.15415067982725836,1.0,0.0,0.016992273129947243,-0.0009774134748217614,-0.004701951016100091,0.016230535254541947,0.9264165437052951,0.06608511651810182,-0.06542598547152166
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.3876428571428571,-0.03636764417087495,1.0,0.0,0.014515448517402467,-0.0002506577931359415,-0.0016533734364462013,0.002797525029374303,0.9873016788723685,0.04401011403764748,-0.04385222205097102
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.4307142857142857,0.06899287148695142,1.0,0.0,0.013829727967117834,0.0004700058614933741,0.003678687674839498,0.0013047350335722394,0.9647657276539268,-0.015538390480435704,0.015252070372105173
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.47378571428571425,0.16430305129127615,1.0,0.0,0.015437992612047,0.0010029866963139164,0.0072171913290355475,0.014229088745122737,0.8509205454231511,-0.052913369918801495,0.052336195888559665
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.5168571428571429,0.25131442828090617,1.0,0.0,0.017943921772540793,0.0014713431705832463,0.008947129258075925,0.02733184097485578,0.7980194661330712,-0.0624733606455829,0.06169172953920516
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.5599285714285714,0.33135713595444244,1.0,0.0,0.020646901286242858,0.001966716360974133,0.010124992634369325,0.038756748954745845,0.7888722610659823,-0.06418019709097124,0.06322770971112637
0.25,-0.25,0.25,0.014000000000000002,0.017502285262387698,0.402,0.603,0.4054651081081642,1.0,0.0,0.02336278652218724,0.002504110375685704,0.01110568142497361,0.04909708564940994,0.7998290693196706,-0.06381883393523317,0.06272010170598562
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.375,-0.2876820724517809,1.0,0.0,0.021661357446797938,-0.0017123356881946902,-0.006737035722782108,0.03638205569497455,0.9032095598749158,0.06896054048123534,-0.06790337122272323
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.42857142857142855,-0.15415067982725836,1.0,0.0,0.01798707008151489,-0.0009669913012807688,-0.005289180767044488,0.020711895650216406,0.918203015385263,0.06868329664916929,-0.0681551188726508
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.014690216901196021,-0.0002496960502977833,-0.0020054317564474748,0.003713173636669198,0.9835862563713438,0.04809700444818499,-0.047970021352408646
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.5357142857142857,0.06899287148695142,1.0,0.0,0.01394163022938631,0.0004595578058781197,0.004456784055579194,0.0029607627626028117,0.9434500379885359,-0.023898535739545406,0.02367434283909282
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.5892857142857143,0.16430305129127634,1.0,0.0,0.016354235836045845,0.0009655376186203929,0.00801540266982034,0.01983077092667376,0.8172498081548243,-0.057935979227453874,0.05749469552104
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.6428571428571428,0.251314428280906,1.0,0.0,0.019622707887068744,0.0014514705878369404,0.00970270865227612,0.034956756120411124,0.7830267944699174,-0.06334659531817732,0.06274131406325538
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.6964285714285714,0.33135713595444244,1.0,0.0,0.02298766160381201,0.0019882164040397462,0.010947195414198172,0.04807440115501563,0.791219916494248,-0.0632859556408684,0.0625385496858766
0.25,-0.25,0.25,0.014000000000000002,0.01657272171089383,0.5,0.75,0.4054651081081644,1.0,0.0,0.026305613618369587,0.002580259060266853,0.012030918107394149,0.06006515390005374,0.8159847967456695,-0.06213556548270429,0.06126624488571452
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.0075,-0.2876820724517809,1.0,0.0,0.016111491452812696,-0.0021118963939020757,-0.00016143257043840507,0.0001619625943798149,0.8767480916375922,-0.18698906711328594,0.41021755888236905
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.008571428571428572,-0.15415067982725822,1.0,0.0,0.01652289421160806,-0.0012137654163153252,-9.923173047282742e-05,9.608963624909102e-05,0.9346721428090815,-0.24528229100741158,0.36006317216194633
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.009642857142857142,-0.03636764417087495,1.0,0.0,0.016887162717258576,-0.0003033711823458228,-2.6297953398596347e-05,2.4532343171107035e-05,0.9847372973391314,-0.29534504651133037,0.3214858776778514
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.010714285714285714,0.06899287148695142,1.0,0.0,0.01721464283914598,0.0006042942014916723,5.51691903973194e-05,-4.950278208246028e-05,1.028716624459875,-0.33907008884844075,0.2909314451041861
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.011785714285714285,0.16430305129127615,1.0,0.0,0.017512644054888955,0.0015008850620861314,0.0001435311192834075,-0.00012370701164991495,1.0678588853759412,-0.3777889206352479,0.2661605390254976
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.012857142857142857,0.251314428280906,1.0,0.0,0.017786518785069563,0.002381781659083345,0.00023753620425088243,-0.00019639154365511444,1.103072282420035,-0.41246745168916504,0.24569401204573957
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.013928571428571429,0.33135713595444244,1.0,0.0,0.018040302374226137,0.0032445251295089394,0.0003362089946766786,-0.000266306362382106,1.135035426354453,-0.44382481370883087,0.22851629629447814
0.25,-0.25,0.25,0.017,0.05818784592018584,0.01,0.015,0.4054651081081644,1.0,0.0,0.018277111715309814,0.004087939270130866,0.00043877470754526355,-0.000332517713021293,1.1642673304224815,-0.47240874563178825,0.21390738080181426
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.081,-0.2876820724517809,1.0,0.0,0.017620726520678094,-0.0022410507165571076,-0.002894366321305544,0.006009569038658798,0.9480222301833785,0.03792021919316671,-0.03198092894370866
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.09257142857142857,-0.15415067982725836,1.0,0.0,0.017287860819250885,-0.0012575602122306536,-0.0017843148590831433,0.002898741038907663,0.9742658446930501,0.028196162001510972,-0.025053606738064668
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.017051839287205318,-0.00030750725577407195,-0.0004740060167351935,0.000551871258768101,0.994934157851075,0.01604534543124277,-0.015309068627456141
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.11571428571428571,0.06899287148695142,1.0,0.0,0.016941963370759684,0.0005976234784898304,0.0009866559999698813,-0.0006946132488728295,1.0068706790659436,0.0020360493127123502,-0.0034059379996430224
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,0.016976872885494997,0.0014405662826002634,0.0025056013618397076,-0.0006372429840832877,1.0082246790049567,-0.012686686401293836,0.009489141132508828
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.13885714285714285,0.251314428280906,1.0,0.0,0.017160044884158763,0.002207297622486951,0.003975677578866982,0.000693796733614635,0.99965910051002,-0.02674361956845159,0.02199931841579568
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.1504285714285714,0.33135713595444244,1.0,0.0,0.017480198410927995,0.0028949030048503782,0.005313397666363996,0.003054557806384451,0.9840851932535881,-0.039043270867342446,0.033025808946793404
0.25,-0.25,0.25,0.017,0.02954694820530412,0.108,0.162,0.4054651081081644,1.0,0.0,0.01791650596867857,0.0035121478972091483,0.006479860651609394,0.006109870800348049,0.9651807942735317,-0.04907951543307637,0.04203463240899521
0.25,-0.25,0.25,0.017,0.02512642384046033,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.01913204361197786,-0.0021710671039012284,-0.004700311613944374,0.013749670752832273,0.924490117040048,0.05719989303133199,-0.05416401716043776
0.25,-0.25,0.25,0.017,0.02512642384046033,0.20600000000000002,0.1765714285714286,-0.15415067982725822,1.0,0.0,0.018018641673799803,-0.0012375819084968263,-0.00313250376683542,0.0067329632581942765,0.9615572597948377,0.04715100063971401,-0.04554444229158786
0.25,-0.25,0.25,0.017,0.02512642384046033,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.01718322890341739,-0.0003065988591522476,-0.0008928108738541283,0.0011629661400708196,0.9937873182834174,0.029007356058655856,-0.02863234448875301
0.25,-0.25,0.25,0.017,0.02512642384046033,0.20600000000000002,0.22071428571428575,0.06899287148695163,1.0,0.0,0.01681460812438276,0.0005929407798165061,0.0019114375256447892,-0.0008135561772975437,1.001008927724776,0.003146074075096649,-0.003858298418801471
0.25,-0.25,0.25,0.017,0.02512642384046033,0.20600000000000002,0.24278571428571433,0.16430305129127634,1.0,0.0,0.01701962544579892,0.0013885614255816428,0.004688991053136014,0.0019145247158705104,0.9733264558078241,-0.023413272643515365,0.021810547532219466
