beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness,T,Shift,volatility,dV_dbeta,dV_drho,dV_dvolvol,dV_dvatm,dV_dF,dV_dK
0.25,-0.25,0.15,0.005,0.008708448274576631,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,0.005015891491338501,0.0004057814917465338,0.0014608960027127308,0.0012034271136019303,0.9672214513744269,-0.015183681135504489,0.014295869574903496
0.25,-0.25,0.15,0.005,0.008708448274576631,0.108,0.13885714285714285,0.251314428280906,1.0,0.0,0.0052536735278931705,0.000597380814094305,0.002121031430813133,0.0044365548765083794,0.9180851258102207,-0.027126693783166726,0.025875277192802727
0.25,-0.25,0.15,0.005,0.008708448274576631,0.108,0.1504285714285714,0.33135713595444244,1.0,0.0,0.005595409671545143,0.0007636823942420802,0.0025848356649871085,0.008127290691993727,0.8760476533486286,-0.03402297836509574,0.03250504604208001
0.25,-0.25,0.15,0.005,0.008708448274576631,0.108,0.162,0.4054651081081644,1.0,0.0,0.0059937041264931995,0.0009202545041220858,0.0029226760070647237,0.011735866539414112,0.8477749181537818,-0.03766812004624301,0.03594456764599058
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.006733186460437411,-0.0006128197905806523,-0.0020580646722689853,0.014953483077637419,0.8993866604645862,0.04076437044066856,-0.03987840385664215
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.1765714285714286,-0.15415067982725822,1.0,0.0,0.005867859178175447,-0.0003513376126532966,-0.00153787059261025,0.008035270458546809,0.9332558752760036,0.038074597384481546,-0.03761533669512097
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.005149789047216692,-8.958404677909992e-05,-0.0005146584157175389,0.0013610910471598392,0.9892498154899972,0.024686861880958852,-0.02457657180651895
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.22071428571428575,0.06899287148695163,1.0,0.0,0.004927040933499418,0.00016980321099074278,0.0011394345614751018,0.0003181251603288509,0.9758995047892353,-0.006252183030758562,0.006050747177577827
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.24278571428571433,0.16430305129127634,1.0,0.0,0.005344539266722266,0.0003688616768844949,0.002364599226956701,0.006434315463672656,0.8765089641125252,-0.028900461073867185,0.028483897261630847
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.2648571428571429,0.25131442828090617,1.0,0.0,0.006072010061580338,0.0005356437025767359,0.003000554560498224,0.013354517432854174,0.8150639959014604,-0.036460758168684916,0.03589708968633833
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.2869285714285715,0.3313571359544426,1.0,0.0,0.006890152328656277,0.0007050894911424838,0.0034143215265058685,0.019502531725822038,0.7948389195133763,-0.03845102132411211,0.03776850300360605
0.25,-0.25,0.15,0.005,0.0074096069951188745,0.20600000000000002,0.30900000000000005,0.40546510810816455,1.0,0.0,0.0077271694865636755,0.0008858388037973342,0.0037453213148522986,0.025047586777660683,0.7964150160583274,-0.03871050488056494,0.03792703198102912
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.007795958518714658,-0.0006106325185157666,-0.0024336115588310704,0.021905911782421923,0.9040953204890025,0.041243738596700504,-0.04062536311642656
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.2605714285714286,-0.15415067982725822,1.0,0.0,0.006457932945419372,-0.00034445068412574704,-0.0019120550928400962,0.012502610269118905,0.9177152341928829,0.04119312513762258,-0.040884455443485894
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.0052526030422138156,-8.902654004734072e-05,-0.0007286532297767232,0.0022503881267113253,0.9832298027030834,0.028985151296787137,-0.028910809678788882
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.32571428571428573,0.06899287148695142,1.0,0.0,0.004984067955570407,0.0001638173802359923,0.001615604890776295,0.0018550055736250338,0.9413521824944543,-0.014742656655123811,0.014611295899083785
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,0.005873286336195215,0.0003443049712568909,0.0028810120079904773,0.012037270309845256,0.8147303757907545,-0.034859102483053475,0.03460040353302479
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.3908571428571429,0.251314428280906,1.0,0.0,0.007065248899326305,0.0005189740577453636,0.0034799185673267557,0.021092169326192012,0.7823610498209455,-0.03790743505117198,0.03755165208795229
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.4234285714285715,0.33135713595444244,1.0,0.0,0.008288429235466547,0.0007123781876986068,0.003924262275427934,0.02894815439785528,0.7920794365934147,-0.03780055872070036,0.03736032675124705
0.25,-0.25,0.15,0.005,0.006722535455506329,0.30400000000000005,0.45600000000000007,0.4054651081081644,1.0,0.0,0.009493018860744397,0.0009258904372485994,0.004312292410366147,0.036136360947804036,0.8180428922845161,-0.037083328563186156,0.03657053748401017
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.008839570093624585,-0.0006185301429106054,-0.002716166672689652,0.02826683621889818,0.9226419812240876,0.04059265678719482,-0.0401058071927399
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.3445714285714286,-0.15415067982725836,1.0,0.0,0.007065320402989284,-0.00034167090034407997,-0.002183079375720983,0.016727466051175068,0.9128768782616739,0.04214453593170958,-0.04191055649276263
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.3876428571428571,-0.03636764417087495,1.0,0.0,0.005366069277337175,-8.838675798320008e-05,-0.000921638005942155,0.0032418039077784285,0.9762785871450211,0.03225224407547714,-0.03219649049262054
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.4307142857142857,0.06899287148695142,1.0,0.0,0.005101085273526831,0.00015731387633730021,0.002005075195746367,0.003899712678643016,0.9036148921183025,-0.02173181068582007,0.02163658428963067
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.47378571428571425,0.16430305129127615,1.0,0.0,0.0064793236570269775,0.00033261365580626096,0.003222928112798932,0.017124394149637068,0.7838333678349884,-0.036890178857686674,0.036704352048897736
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.5168571428571429,0.25131442828090617,1.0,0.0,0.008084559402165325,0.0005230346624624702,0.003844364032890947,0.027908403235951517,0.7824224046484144,-0.03750831285660449,0.03724583932920752
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.5599285714285714,0.33135713595444244,1.0,0.0,0.009668571333970024,0.0007412109892966339,0.004349016351095298,0.03739872826264985,0.8154432230199204,-0.036575761899826656,0.036245337379242154
0.25,-0.25,0.15,0.005,0.006268880469980681,0.402,0.603,0.4054651081081642,1.0,0.0,0.011205756814677035,0.0009855846104649757,0.004804519074314816,0.04620427828962396,0.8595692369740537,-0.03553220028955939,0.03514401821376908
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.375,-0.2876820724517809,1.0,0.0,0.009856029202328564,-0.000631464949782195,-0.0029528980944845697,0.03421893055626005,0.9479808526766896,0.03970182137493703,-0.03929277550121555
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.42857142857142855,-0.15415067982725836,1.0,0.0,0.007674044783293651,-0.0003418361149742533,-0.0023966777005151314,0.020705643966730077,0.9156827376259871,0.042198193701740376,-0.04200809816861608
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.005488322468365991,-8.771802425160675e-05,-0.0010946037830620553,0.004302551020319983,0.9690145944390255,0.034819471186603855,-0.03477494486380439
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.5357142857142857,0.06899287148695142,1.0,0.0,0.005263492635701215,0.00015129379780432482,0.002312564033527613,0.006158788775836257,0.8685506000232169,-0.026881608259530038,0.026808206368563462
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.5892857142857143,0.16430305129127634,1.0,0.0,0.007111506459107002,0.00032887558649032333,0.0034895404040743714,0.021743860828603065,0.7721527982157477,-0.03736822091356872,0.03722277372784552
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.6428571428571428,0.251314428280906,1.0,0.0,0.009094437182417626,0.0005362189971630179,0.00416198663559328,0.03417437697668443,0.7970534876256137,-0.03671124215136014,0.036500779081445965
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.6964285714285714,0.33135713595444244,1.0,0.0,0.011013458689935841,0.000777993780519708,0.004733727640834804,0.04528285694068208,0.8486957379977731,-0.03541611007161882,0.035147941233398504
0.25,-0.25,0.15,0.005,0.005936098353470615,0.5,0.75,0.4054651081081644,1.0,0.0,0.012862994584168938,0.001051284075431418,0.005256418984174139,0.0556839480904887,0.9075868178580248,-0.03424970714942287,0.03393321222881556
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.0075,-0.2876820724517809,1.0,0.0,0.007749169722270001,-0.0011051242651171562,-0.00016331203663915637,0.0003073496687187573,0.9547349286280054,-0.07246951727991907,0.1114657050694759
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.008571428571428572,-0.15415067982725822,1.0,0.0,0.007862963732031379,-0.0006126472792698581,-9.50947879481168e-05,0.0001699194604463627,0.9754277942909165,-0.08092137177402077,0.10135563152718038
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.009642857142857142,-0.03636764417087495,1.0,0.0,0.007967094250942849,-0.00014895225591335685,-2.4142399017745877e-05,4.090642408134743e-05,0.9941387027662992,-0.0885793037882763,0.09331107761523143
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.010714285714285714,0.06899287148695142,1.0,0.0,0.008063449742786867,0.00029029480295663344,4.89059010309237e-05,-7.846421342514378e-05,1.0112270266878347,-0.0956005468370895,0.08676702807983228
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.011785714285714285,0.16430305129127615,1.0,0.0,0.008153424636084221,0.0007083739341725754,0.00012358458961212845,-0.00018744034969967588,1.0269542660785715,-0.10209651076014807,0.08134962529485516
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.012857142857142857,0.251314428280906,1.0,0.0,0.008238079751543113,0.0011078439919047225,0.00019954083004238232,-0.00028556994702943236,1.041517402150252,-0.10814915430279849,0.07680088548045438
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.013928571428571429,0.33135713595444244,1.0,0.0,0.008318241867369429,0.0014907521380722506,0.00027649831383170473,-0.0003725993619540117,1.0550689202406147,-0.11382050683973338,0.07293666684888155
0.25,-0.25,0.15,0.008,0.025624237089884403,0.01,0.015,0.4054651081081644,1.0,0.0,0.00839456839187876,0.0018587693077668612,0.00035423473096247586,-0.00044841066276734686,1.0677297499831655,-0.11915877928538032,0.06962175101117624
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.081,-0.2876820724517809,1.0,0.0,0.008493290102422968,-0.0010411704467467606,-0.0016601445210073856,0.0064305171604208755,0.9412138460984011,0.027508903583567546,-0.02478616742823486
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.09257142857142857,-0.15415067982725836,1.0,0.0,0.008232249503662217,-0.0005875057055507888,-0.0010472751277436603,0.003092965760242665,0.9711021593881632,0.02135256191922104,-0.019908423535713073
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.008042463232251575,-0.00014422146376638395,-0.00028356604738298725,0.0005660101111756745,0.9947037224770579,0.012819706161946828,-0.012482939757511476
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.11571428571428571,0.06899287148695142,1.0,0.0,0.007951453374954683,0.0002800957694984439,0.0005952282191517047,-0.0006119948532314886,1.0054037872272161,0.0023523878238507134,-0.0029914404352656453
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,0.007976082538236241,0.0006707499764033511,0.001501930657120311,-0.0001296195043658335,0.9994954035268409,-0.008705383307007538,0.0072277159926877315
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.13885714285714285,0.251314428280906,1.0,0.0,0.008115190570123148,0.0010172171750886237,0.0023379283266590422,0.0018582300403256215,0.9797358562280161,-0.01872042319121202,0.016555143658232734
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.1504285714285714,0.33135713595444244,1.0,0.0,0.008351784036539316,0.0013208134803061825,0.0030462171344812035,0.004855731475755105,0.9532756106640909,-0.026694996530306332,0.02398704992993873
0.25,-0.25,0.15,0.008,0.01393527692294182,0.108,0.162,0.4054651081081644,1.0,0.0,0.00866237607985954,0.0015916485794489476,0.003621691159692307,0.008351752115399987,0.9267382739888863,-0.032506111421811076,0.02937553820877368
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.009451690837284834,-0.0010044897969093151,-0.0025770984157776258,0.014296254390366438,0.9141386708777449,0.037299321583292085,-0.03589039956374961
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.1765714285714286,-0.15415067982725822,1.0,0.0,0.008701437580035576,-0.0005757487334186775,-0.0017830962808933841,0.007172121363814331,0.9535913996172668,0.0319782525866641,-0.031232692233005357
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.008124103941481652,-0.0001438836393798592,-0.0005300439792006984,0.0012114682200111235,0.99288071914006,0.01984721004866643,-0.019670750073766362
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.22071428571428575,0.06899287148695163,1.0,0.0,0.007891577617270062,0.00027731322186859875,0.0011482385971007464,-0.0005090946900149678,0.9959959661330092,0.00023755131070527947,-0.0005677591667346899
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.24278571428571433,0.16430305129127634,1.0,0.0,0.008094679238217089,0.0006364351962189009,0.0027139152791735613,0.0034320164193184606,0.9477264677042027,-0.018751884218745137,0.01802316972360951
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.2648571428571429,0.25131442828090617,1.0,0.0,0.008631388256242128,0.0009271263782856297,0.0037988531860631155,0.010172365156800131,0.8888282964193769,-0.03038390043756053,0.029373786212299784
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.2869285714285715,0.3313571359544426,1.0,0.0,0.00934804881437825,0.0011862949216859377,0.004516163773736352,0.017188387073877893,0.8472663140441926,-0.036069641100160546,0.03485283977841061
0.25,-0.25,0.15,0.008,0.011855974565159367,0.20600000000000002,0.30900000000000005,0.40546510810816455,1.0,0.0,0.01014760757705273,0.0014399794308525033,0.005037175149278847,0.023761642499950216,0.8243388523550608,-0.03863568328654357,0.03725520511252353
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.010495597386000434,-0.0009835642586971212,-0.0031693643638758397,0.021995136552355396,0.9007696538285881,0.04040834159106902,-0.03945077860199407
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.2605714285714286,-0.15415067982725822,1.0,0.0,0.009240414596367836,-0.0005646438594537056,-0.0023387630339623297,0.011667726050936788,0.9369487093516174,0.037181317831108285,-0.03668238254789216
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.008214641739024697,-0.000143461010434125,-0.000764352354856852,0.0019650788747932243,0.9900978255410796,0.023834575779880084,-0.023715201248679155
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.32571428571428573,0.06899287148695142,1.0,0.0,0.007878910906858686,0.000273027434865477,0.001687379245899703,0.00022220055916738463,0.9807179921501759,-0.004821081790374544,0.004601231202816983
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,0.00843599075986692,0.0005989209484338309,0.003600737147728978,0.008799035858429253,0.890057825376437,-0.027267443405295293,0.026807516174851807
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.3908571428571429,0.251314428280906,1.0,0.0,0.009470441941731909,0.000866998447005059,0.0046378416585197094,0.01914936750573193,0.8259164897899604,-0.03576532902569466,0.03514249452890189
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.4234285714285715,0.33135713595444244,1.0,0.0,0.01066353546688377,0.0011330371961986079,0.005302463484852254,0.02849447311694462,0.8003877097428188,-0.03833831581112249,0.03758652614355879
0.25,-0.25,0.15,0.008,0.010756388103208144,0.30400000000000005,0.45600000000000007,0.4054651081081644,1.0,0.0,0.011898197384738001,0.00141374060723831,0.00582259914509585,0.03692540352126987,0.7971365710179621,-0.03890394091463128,0.03804348778084278
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.011559960755825936,-0.0009761002674663865,-0.0035974214241651674,0.029202588317100923,0.8991465855037315,0.04124627024821076,-0.04051148801090565
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.3445714285714286,-0.15415067982725836,1.0,0.0,0.009818378234918677,-0.000556134764982897,-0.002764547895329557,0.01619606929471652,0.9245808632369039,0.03992250967241454,-0.03954802263688433
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.3876428571428571,-0.03636764417087495,1.0,0.0,0.008313299574333395,-0.00014294507418206377,-0.0009857556776184761,0.0028106781277375736,0.9866299296484325,0.026837291138349324,-0.026747125307971274
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.4307142857142857,0.06899287148695142,1.0,0.0,0.007912060778320396,0.0002674971615774821,0.0021909628191850864,0.001508345459816253,0.9608230332041655,-0.010289651651450583,0.01012716661673619
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.47378571428571425,0.16430305129127615,1.0,0.0,0.008917657228866007,0.0005689976979240673,0.004216833213394235,0.014514953621833832,0.8434448388979633,-0.032385507234178636,0.032058947675722455
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.5168571428571429,0.25131442828090617,1.0,0.0,0.010436148767628566,0.0008385997903145615,0.005192281704484688,0.027319643561258145,0.7939457397379129,-0.03755912303235627,0.03711538020848032
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.5599285714285714,0.33135713595444244,1.0,0.0,0.012056089755436684,0.0011266200576765728,0.005866310115703371,0.0384525395326661,0.7883665874713502,-0.03832777116592173,0.03778503402391316
0.25,-0.25,0.15,0.008,0.010030428174135715,0.402,0.603,0.4054651081081642,1.0,0.0,0.01367635184460249,0.0014402442259827738,0.006433362305636594,0.04854706155475038,0.8022293733918292,-0.03799525906583125,0.03736751252010196
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.375,-0.2876820724517809,1.0,0.0,0.012619937727026433,-0.0009776276420473847,-0.003937258926926167,0.03596465737630433,0.9052939636837175,0.04121043382348326,-0.04060704064007471
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.42857142857142855,-0.15415067982725836,1.0,0.0,0.010416412613854564,-0.0005505006910462688,-0.003102022689103735,0.020607090292827854,0.9169132610059665,0.041334633767218944,-0.04103451291322436
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.008419281009887161,-0.00014235753635116893,-0.0011939465371383893,0.003732558403846551,0.9826528634673412,0.029302252436018316,-0.029230088250289873
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.5357142857142857,0.06899287148695142,1.0,0.0,0.007987274969687493,0.00026120960950118936,0.0026446543982879553,0.003227350057335535,0.9381003131206666,-0.015420452932342755,0.015293019927167249
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.5892857142857143,0.16430305129127634,1.0,0.0,0.00947818588762221,0.0005485697790187516,0.00466475856992816,0.020000406235670103,0.8110023671173531,-0.03514180997682069,0.03489150181358084
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.6428571428571428,0.251314428280906,1.0,0.0,0.011445579057919293,0.0008299969522544718,0.005623145949814028,0.034740674939200085,0.7814478171180647,-0.037910323117855256,0.037565344458278506
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.6964285714285714,0.33135713595444244,1.0,0.0,0.013454962753268511,0.0011429287074199513,0.0063414456559965976,0.04753874454413545,0.7934334084580343,-0.03769954926461764,0.03727196585823332
0.25,-0.25,0.15,0.008,0.009497917849019611,0.5,0.75,0.4054651081081644,1.0,0.0,0.015430191313909868,0.0014889697140374701,0.0069714437322811055,0.05926556531550871,0.821165097909751,-0.036939013425430156,0.036440491714718574
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.0075,-0.2876820724517809,1.0,0.0,0.010596424579135533,-0.0015256380490729594,-0.0001461215220021571,0.00026383563649758063,0.9421556807003469,-0.11238513375197565,0.18087906944918303
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.008571428571428572,-0.15415067982725822,1.0,0.0,0.010780368749430076,-0.0008489950843152934,-8.587326856656758e-05,0.00014920689683768984,0.9688522353908893,-0.12758928861426322,0.1632070503058947
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.009642857142857142,-0.03636764417087495,1.0,0.0,0.010947450658178922,-0.00020703840725433574,-2.1961330324010412e-05,3.670351609443505e-05,0.9926150810921525,-0.14098691502540303,0.14918661965601435
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.010714285714285714,0.06899287148695142,1.0,0.0,0.011100982541299048,0.0004044975118796444,4.475448137144413e-05,-7.190786854842116e-05,1.0140625739438203,-0.15298539050253396,0.13777679978940843
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.011785714285714285,0.16430305129127615,1.0,0.0,0.011243375596692575,0.0009891120821825226,0.00011366079692162009,-0.0001754682848671329,1.033629956854549,-0.16386641592355983,0.1283030219760951
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.012857142857142857,0.251314428280906,1.0,0.0,0.01137644404646197,0.0015496967112537954,0.00018430356459973903,-0.00027320562652450187,1.0516356860232672,-0.17383290284756478,0.12030772005390931
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.013928571428571429,0.33135713595444244,1.0,0.0,0.011501589825533828,0.0020886633508082363,0.0002563372023358915,-0.0003646038748691089,1.0683201412146914,-0.1830356674396617,0.11346881577460487
0.25,-0.25,0.15,0.011,0.03571868851306294,0.01,0.015,0.4054651081081644,1.0,0.0,0.01161992035246111,0.0026080446275170157,0.0003294923309930218,-0.00044932088345089356,1.0838694230902284,-0.19158986662898264,0.10755262733102043
0.25,-0.25,0.15,0.011,0.019163969847629962,0.108,0.081,-0.2876820724517809,1.0,0.0,0.011332562661729157,-0.0014489773070814416,-0.0017641398056147536,0.005835367596241918,0.950497422139805,0.02112572820055028,-0.01734957458070658
0.25,-0.25,0.15,0.011,0.019163969847629962,0.108,0.09257142857142857,-0.15415067982725836,1.0,0.0,0.011152887466497508,-0.0008120963320320192,-0.0010793250781113365,0.002820579799234179,0.9753240654864263,0.015442675326377647,-0.013441898278803384
0.25,-0.25,0.15,0.011,0.019163969847629962,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.011027168449728397,-0.00019846711600801875,-0.00028496776553427796,0.0005438054164955243,0.9949739874075082,0.008532925724454408,-0.00806553653116262
0.25,-0.25,0.15,0.011,0.019163969847629962,0.108,0.11571428571428571,0.06899287148695142,1.0,0.0,0.010970538929996778,0.0003859560188856656,0.0005911599855544314,-0.0007119997022512854,1.0069861074000186,0.0006995373046986825,-0.0015791949399700054
0.25,-0.25,0.15,0.011,0.019163969847629962,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,0.010992721200433129,0.0009322718803656689,0.001501512284318625,-0.0007738400068297323,1.0098999187167716,-0.007504915493809374,0.005448162909546885
0.25,-0.25,0.15,0.011,0.019163969847629962,0.108,0.13885714285714285,0.251314428280906,1.0,0.0,0.011096153368165025,0.0014329618464221886,0.0023909006033983964,0.00034748383337355966,1.0040903925608655,-0.01542217821124823,0.012357158329626975
0.25,-0.25,0.15,0.011,0.019163969847629962,0.108,0.1504285714285714,0.33135713595444244,1.0,0.0,0.011276082876887127,0.0018857942022422454,0.00321381929406481,0.002465705571140818,0.9916637033055758,-0.022504130527902788,0.01859596511594245
