beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness,T,Shift,dV_dF,dV_dK,dV_dBeta,dV_dRho,dV_dVolvol,dV_dVatm,volatility,d2V_dF2,d2V_dK2
0.25,-0.25,0.25,0.008,0.025581188603031792,0.01,0.0125,0.22314355131420976,1.0,0.0,-0.09851414198291941,0.07013788383414266,0.0009791807035336442,0.00029238588460100967,-0.000232470792616013,1.0368139680139166,0.008186071363216866,120.11225347663411,-3.075317778211684
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.081,-0.2876820724517809,1.0,0.0,0.05964814892975907,-0.05694702316444217,-0.0010149809014092792,-0.0023708413739165213,0.007376189777030806,0.9194484344894615,0.00918883963117384,-326.27420974366083,0.41166963147323404
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.08871428571428572,-0.19671029424605413,1.0,0.0,0.054097627596054215,-0.05227731910081593,-0.0007249027610817249,-0.0018982863111277615,0.004862220244483684,0.9445792756909015,0.008765498088167619,-334.8065387745927,0.8252375395997862
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.09642857142857143,-0.11332868530700312,1.0,0.0,0.04485761249654937,-0.04381915430558321,-0.0004349550043053485,-0.001272547272418434,0.0025037364837637854,0.9710799490914023,0.0083920162843002,-343.6639797326924,1.3926712244942145
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.030872089735446133,-0.03055334882653175,-0.00014420442444318393,-0.00046630826977533957,0.0006227784087042831,0.9931703122672413,0.008101895121034517,-350.86671103769555,2.0436201399124787
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.11185714285714286,0.03509131981127019,1.0,0.0,0.012351884497215134,-0.012699217158995704,0.00014151448762822483,0.0004955491260394407,-0.00033871667623475155,1.0018561423172367,0.00793264438907615,-353.4745965101967,2.526658332940022
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.11957142857142858,0.10178269430994238,1.0,0.0,-0.00814603906127482,0.00720564686132765,0.0004089090021447417,0.0015064893221783393,-6.219593590151007e-05,0.9906638714658049,0.007911367264179235,-349.48877782396744,2.544575075647216
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,-0.026810321115312896,0.025373220729716588,0.00064640849790909,0.0024283573485384125,0.001359469084180609,0.9626181501215524,0.008039200564444574,-339.96847142241535,2.11239923038815
0.25,-0.25,0.25,0.008,0.013894973794229316,0.108,0.135,0.22314355131420976,1.0,0.0,-0.04123676549726131,0.03940055310049352,0.0008536251341201284,0.003183595109756965,0.0035030882222786275,0.9278121537118627,0.008291979181926812,-328.1998955775898,1.5236059632351575
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.0683761528468495,-0.06694689429304014,-0.0009810913297048085,-0.0033476748716870786,0.015096311799592255,0.8987367438803572,0.010932372730584361,-7.005566870004837,-0.016206086452501666
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.16921428571428573,-0.19671029424605413,1.0,0.0,0.06676450283100677,-0.06581888402459699,-0.0006996986982865661,-0.0028541051536046247,0.010554805399479172,0.9169325663332949,0.00995173735083003,-6.939874989858388,0.20035048618007195
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.18392857142857144,-0.11332868530700324,1.0,0.0,0.06012760995174596,-0.05958559610659943,-0.00042421237876622,-0.0020979201691834204,0.005757699950495465,0.9490959814936749,0.00901983658907779,-6.675472326020656,0.7204059198557662
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.04203583441080595,-0.041860021631806715,-0.00014344750907946402,-0.0008559432641830345,0.0013896676795410734,0.988729271633043,0.008254263866934328,-5.9279257098177185,1.7779394822173256
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.21335714285714286,0.03509131981126998,1.0,0.0,0.007574954299873155,-0.007744819965714215,0.00014046075413887138,0.0009576885413170588,-0.00037007746173101097,0.9955397899281958,0.0078725460396485,-5.093471229774487,2.666834261957743
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.2280714285714286,0.10178269430994238,1.0,0.0,-0.028522981155363614,0.028068894565701743,0.00038713477042151556,0.002718580393787362,0.002124334708142328,0.9386212709849849,0.008035154148998752,-5.344506597527658,1.9782218287171285
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.2427857142857143,0.16430305129127634,1.0,0.0,-0.04970573363807121,0.04904519723011998,0.0005848724317358833,0.0038850997349793026,0.006734032871255624,0.8691334121586208,0.00862138809008995,-5.843020896461044,0.9415992686632974
0.25,-0.25,0.25,0.008,0.011821035949087243,0.20600000000000002,0.2575,0.22314355131420976,1.0,0.0,-0.0591156541952299,0.05829428428645118,0.0007627859559267147,0.004617967293285563,0.01143523210497821,0.8234761822087378,0.009421003793130165,-6.0414046515019395,0.3880129531109364
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.06883810626786381,-0.06783740081003761,-0.0009798252920828476,-0.0039468284820931565,0.022031693658677853,0.9059125912532633,0.012707008695786122,3.0102940893987675,-0.09620667476995101
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.24971428571428575,-0.19671029424605427,1.0,0.0,0.06981428280421563,-0.06917038491214034,-0.0006895985761590229,-0.0034514893720860584,0.01594336415840225,0.9081978090581809,0.011216135594740677,3.10026259723677,-0.008151003875170516
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.27142857142857146,-0.11332868530700324,1.0,0.0,0.06690754391839734,-0.06654442391763515,-0.00041565107605778806,-0.0026821570745655388,0.009192788679585062,0.9315498893103235,0.009730047546921533,3.507044890864425,0.3224874968481825
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.04929058312823875,-0.049170850636333835,-0.00014249311799940934,-0.0012090300826467226,0.0023007655156059847,0.9823034055004425,0.008428379714298726,4.84121798320778,1.4840265710995098
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.3148571428571429,0.03509131981126998,1.0,0.0,-0.00029173001619500614,0.00017974897146065292,0.00013887443105209396,0.0014160267680640715,-0.00013064453512068308,0.984752428472707,0.007845504273318227,6.029372919391774,2.664650901237359
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.33657142857142863,0.10178269430994238,1.0,0.0,-0.04395337459994398,0.043667590049340885,0.00036360016560099684,0.003601014684356807,0.005390181903250357,0.8809710938181836,0.00838293007001538,4.214047571381505,1.2074271508511338
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,-0.05900179184201853,0.058592656252118,0.0005464928388293488,0.0047049739954757586,0.01233705481697156,0.808863471427751,0.009527098999305096,3.0905956284204605,0.3307725485070948
0.25,-0.25,0.25,0.008,0.01072448201872459,0.30400000000000005,0.38000000000000006,0.22314355131420976,1.0,0.0,-0.06287467009138702,0.06235972831407438,0.0007313118253332584,0.005389729947069544,0.018498302983144255,0.7834620669236458,0.010850350915415164,2.741270794106831,0.06825968691482143
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.06758555721018421,-0.06679626337950309,-0.0009946541489752603,-0.004399911377947485,0.028373892402289158,0.9267733121730292,0.01444461471136951,-0.7347917834803865,-0.10285949506766874
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.33021428571428574,-0.19671029424605427,1.0,0.0,0.06994550815062793,-0.06945076620853495,-0.0006900070046583773,-0.00388512147279918,0.02092574541076586,0.9127462999823642,0.012486532644736164,-0.6990784038327612,-0.07278294740352742
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.35892857142857143,-0.11332868530700324,1.0,0.0,0.06987455331295504,-0.06960207647173387,-0.00041038652164038236,-0.0031140797145806642,0.01254293129603068,0.9212930845731853,0.010477818493270409,-0.5189442818409368,0.11597613787869786
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.3876428571428572,-0.03636764417087483,1.0,0.0,0.05477681197743183,-0.054687098668614376,-0.00014141518338284254,-0.0015254866189695626,0.003314347279265162,0.9749374007758659,0.008620625319701373,0.5377080292482254,1.2106943530557452
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.41635714285714287,0.03509131981126998,1.0,0.0,-0.008706573872242268,0.008623362116398543,0.0001367770931237633,0.0018565866569814071,0.00036338552653059075,0.970168017319986,0.00785137226376963,1.8772764311076946,2.547768873299831
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.4450714285714286,0.10178269430994238,1.0,0.0,-0.05300523847835298,0.052801458279819566,0.0003449668346117152,0.004212558961380619,0.008849924754833483,0.8347784247707268,0.008870507575362799,0.08538149134872602,0.6640406999571001
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.47378571428571437,0.16430305129127634,1.0,0.0,-0.06193789834770663,0.06164320140495928,0.0005295071933003603,0.005252677896805391,0.01738523066653619,0.7805133906812339,0.010550800857418982,-0.4418175512223051,0.09906505388974043
0.25,-0.25,0.25,0.008,0.010000576402796111,0.402,0.5025000000000001,0.22314355131420976,1.0,0.0,-0.06280589070083088,0.06242766738183862,0.0007303585080470354,0.005959294387819503,0.024712888326006155,0.7772129365871822,0.012339721425958223,-0.5548938184925439,-0.016178901654614015
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.375,-0.2876820724517809,1.0,0.0,0.06601330052036225,-0.06534898078225382,-0.0010173185974182708,-0.004781173089385415,0.034311447297957764,0.9541984784776357,0.01613441434007662,-0.12569112417537553,-0.09414691248821326
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.4107142857142857,-0.19671029424605427,1.0,0.0,0.06911711575990909,-0.0687097599372244,-0.0006966836135768872,-0.004234791382146108,0.02558546389162808,0.9252005299040243,0.013740125887756364,-0.1231653667943533,-0.08966383611221747
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.4464285714285714,-0.11332868530700324,1.0,0.0,0.0709744782771693,-0.07075534752154501,-0.0004080118447963299,-0.0034523192707358596,0.015743349941407803,0.9174603693949678,0.011239735495982735,-0.02383510055992133,0.011524292631293067
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.05905017179744232,-0.05897843100473773,-0.00014030212235061068,-0.0018074183313204761,0.00439549341021972,0.9673512804588695,0.008827658747250606,0.932545707321708,0.9708215027492288
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.5178571428571428,0.03509131981126998,1.0,0.0,-0.016858631667754365,0.016793417825884626,0.0001342890122019158,0.002268058850105059,0.0010767492470559192,0.9527494880274405,0.007888690008054988,2.304219315352185,2.3426100536219074
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.5535714285714286,0.10178269430994238,1.0,0.0,-0.057852631893395845,0.057695982193463745,0.0003322883340012295,0.004657502135699265,0.012161382668268717,0.8029313641917668,0.009435906470919627,0.3161221284742055,0.3492754703797332
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.5892857142857143,0.16430305129127634,1.0,0.0,-0.06247074248871831,0.06223947590308054,0.0005251740674283578,0.005685213263703637,0.02196703332429939,0.7712357076757048,0.011611366256893303,-0.021184443088628768,0.010405613724005131
0.25,-0.25,0.25,0.008,0.009469593944877714,0.5,0.625,0.22314355131420976,1.0,0.0,-0.06175991344725684,0.0614577269519856,0.0007435206027250896,0.006447769453771235,0.030402466530410344,0.7867619834702605,0.013825252808554735,-0.07160244619441869,-0.03928857239543505
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.0075,-0.2876820724517809,1.0,0.0,-0.09946746482025759,0.16967599877210082,-0.0015296879631032656,-0.0002413011596091863,0.00027620722028998124,0.9404937289817203,0.010623416990331515,1621.185824474125,-18.66562460151044
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.008214285714285714,-0.19671029424605427,1.0,0.0,-0.1106064392852879,0.1575812707751978,-0.0010738235352997227,-0.00017623111824016657,0.00019364015946266022,0.9592471725398829,0.010740164397083628,1654.388431804321,-16.514567491299204
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.008928571428571428,-0.11332868530700324,1.0,0.0,-0.12086992223075965,0.14742193975986195,-0.0006335953931652094,-0.0001078023954825813,0.00011359074618411125,0.9764846404638786,0.010848992719331693,1686.4981633446516,-13.079815008865124
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.009642857142857144,-0.03636764417087472,1.0,0.0,-0.13039958071670021,0.1387847285011512,-0.00020781177126338868,-3.6548911466760536e-05,3.6891234858615896e-05,0.9924317049976721,0.01095112880458578,1714.0455721431633,-8.153200337090993
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.010357142857142856,0.03509131981126998,1.0,0.0,-0.13930385907301446,0.1313669954665412,0.0002045896559804694,3.710115374644385e-05,-3.583128412032455e-05,1.0072638747388174,0.01104754642715588,1744.4205802075173,-5.514481723680661
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.011071428571428572,0.10178269430994238,1.0,0.0,-0.14766763315604559,0.12494182650845155,0.0006045529944709305,0.00011279659671570297,-0.00010410258072246492,1.0211205738287388,0.01113903189218942,1767.5097496727685,-8.873408424963236
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.011785714285714287,0.16430305129127634,1.0,0.0,-0.1555584005358268,0.11933560455048697,0.0009929181175177826,0.0001902462232888924,-0.00016756026080533282,1.034114518763926,0.011226229503824575,1791.0152527722544,-7.1060900251547245
0.25,-0.25,0.25,0.011,0.03567736118573386,0.01,0.0125,0.22314355131420976,1.0,0.0,-0.16303074272527862,0.11441295202918589,0.0013704327447155995,0.00026920301231248,-0.00022593064398501728,1.0463381695171379,0.011309673923312126,1812.4390877005678,-6.405986852087154
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.081,-0.2876820724517809,1.0,0.0,0.051716648630111564,-0.0479253183991679,-0.0014217832813856468,-0.0026301239415549293,0.006841139110064232,0.9334439146509292,0.011969988366577082,277.71979936565157,0.5139921410301651
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.08871428571428572,-0.19671029424605413,1.0,0.0,0.04537406863559236,-0.04279914941473578,-0.001010514517549299,-0.0020431445146851246,0.004430364547447496,0.9560359194645617,0.011618521039602358,284.7207114185199,0.8228129634951927
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.09642857142857143,-0.11332868530700312,1.0,0.0,0.036603786761526584,-0.03511915749722218,-0.0006023218347694925,-0.0013243840728954792,0.002272138189401973,0.9773577668456799,0.011316242075771345,291.3908600102623,1.1706646930611113
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.025208228428403583,-0.024722991144022478,-0.00019857521356414498,-0.00047082127606346,0.0005873871545408749,0.9943079301829886,0.011083711850859514,296.7607096179114,1.5148412260398438
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.11185714285714286,0.03509131981127019,1.0,0.0,0.01153354927317097,-0.011968080572625403,0.00019493487379840246,0.000492295126539033,-0.0003804768080456489,1.003225469711766,0.010940930039158914,299.6565258731192,1.7638360026153952
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.11957142857142858,0.10178269430994238,1.0,0.0,-0.0033633443734557324,0.002096416056482593,0.0005686773794921773,0.001506121217326184,-0.000456572802134958,1.001499810954462,0.010902469859676597,299.2116906607867,1.844974661467269
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,-0.01797718304594701,0.01597983316626673,0.000913410796651859,0.002493945751302906,0.0003720028920323193,0.9892512935710303,0.010972791922868439,295.44271240905454,1.7251242536374813
0.25,-0.25,0.25,0.011,0.019109378598008327,0.108,0.135,0.22314355131420976,1.0,0.0,-0.03096860372630408,0.028350203087890158,0.0012249564314281702,0.0033914879585261737,0.0019467228003222647,0.9694370533603286,0.011145065111344396,289.28789447954284,1.4667812765323782
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.06541573978329142,-0.0634617885255981,-0.0013683482784354606,-0.003937554350283423,0.01479892859819476,0.9061409575650775,0.013638090941011307,0.3949279739233653,0.10719272429345272
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.16921428571428573,-0.19671029424605413,1.0,0.0,0.06159007847282881,-0.060277602705426675,-0.0009793244340472462,-0.00325975992726546,0.010030819428547,0.930537317181906,0.012723364011525877,0.6357028177706504,0.34968944851266265
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.18392857142857144,-0.11332868530700324,1.0,0.0,0.05298583425947379,-0.052229391953498426,-0.0005916684052420518,-0.002283473715669615,0.00527675218103818,0.9617775206300311,0.011887860063223392,1.072981001919107,0.7818883526201668
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.036481917086113376,-0.03623698186676242,-0.00019786955234024628,-0.0008757641452306064,0.001278080103556123,0.9917092527544409,0.011225525889757075,1.710482477266885,1.4119060484370611
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.21335714285714286,0.03509131981126998,1.0,0.0,0.011094701327420143,-0.01132763760944061,0.0001940432675651138,0.0009518917720025,-0.0005298289099120446,0.9998465382652568,0.010866626920922556,2.1971828662050474,1.8967863928021138
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.2280714285714286,0.10178269430994238,1.0,0.0,-0.01687105468139023,0.016224852078748766,0.0005507066139914807,0.00283277068989507,0.000908833669779896,0.9710089687801273,0.010905734896606054,2.017235351329708,1.731902896404766
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.2427857142857143,0.16430305129127634,1.0,0.0,-0.038531306280733466,0.03756220484614399,0.0008506253722229129,0.00434198956997256,0.0047715747360232985,0.9209378283644231,0.011312119184793183,1.4148485773172133,1.150343247804687
0.25,-0.25,0.25,0.011,0.016255246072634764,0.20600000000000002,0.2575,0.22314355131420976,1.0,0.0,-0.051762111637789585,0.05054493421030593,0.001108655594411756,0.005413013651894838,0.009493764347584532,0.8743073440105458,0.011969427795290566,0.8946686302957017,0.6473597540136883
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.06869686383276412,-0.06735951014044476,-0.0013465321115069262,-0.004751125505172982,0.022292576489640892,0.8984433590090359,0.01540913398386404,-5.271689043138703,-0.028765228460526458
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.24971428571428575,-0.19671029424605427,1.0,0.0,0.06758978702018534,-0.06670850039684523,-0.0009587061249038964,-0.004073420014488738,0.01569199983147973,0.9144163166562403,0.013948184202378965,-5.232777147301403,0.10969081324162917
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.27142857142857146,-0.11332868530700324,1.0,0.0,0.06155182648407193,-0.06104731175980339,-0.0005812019893136622,-0.0030264741719687738,0.008642323542570884,0.945921970487,0.01254727030825587,-5.0630326832123025,0.4669664162889279
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.04331234115537043,-0.04314772717510493,-0.00019705455149565676,-0.001255002813477235,0.002092311117765644,0.9878047477207553,0.011384658122224724,-4.515638227637124,1.2598096447289917
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.3148571428571429,0.03509131981126998,1.0,0.0,0.006457370902153936,-0.006614345482868283,0.00019284725899515465,0.0014147106611184235,-0.00048220989701253103,0.9941227385166936,0.0108160478649609,-3.868045171010568,1.945423689541264
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.33657142857142863,0.10178269430994238,1.0,0.0,-0.031357577364856344,0.030939930051997553,0.0005271453950433935,0.003954722497395702,0.003555791666318142,0.9294447664161392,0.01110493631107186,-4.090835953303339,1.348556789546887
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,-0.051835283643968035,0.05123054686259439,0.0007936687071441462,0.005556384742935738,0.010483860880122764,0.857240911147664,0.012027191228903913,-4.431319734583023,0.5876932369990213
0.25,-0.25,0.25,0.011,0.01474689493120181,0.30400000000000005,0.38000000000000006,0.22314355131420976,1.0,0.0,-0.06021172145374586,0.05945933331314901,0.0010378975404817803,0.006546527967291049,0.017316524133018096,0.8138760525686326,0.013243134765730606,-4.542818365202204,0.22301528121906813
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.06892277667262506,-0.06788697022993467,-0.0013459887822364625,-0.00534274940261481,0.02921025533259014,0.9041445830662829,0.017184394529232882,0.9482562462614735,-0.06744071531895016
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.33021428571428574,-0.19671029424605427,1.0,0.0,0.0696684441238486,-0.06899974716301692,-0.0009489502690585017,-0.004663260437520744,0.02107327976529072,0.9084112947346034,0.015214295830795383,1.020359273340854,0.004231751696030228
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.35892857142857143,-0.11332868530700324,1.0,0.0,0.06635666132967469,-0.06597860417492483,-0.0005726811299483492,-0.0036055540046653345,0.01208184968390369,0.9332550934700161,0.013259293302943835,1.3009996693455175,0.25994651593501245
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.3876428571428572,-0.03636764417087483,1.0,0.0,0.04853837368139247,-0.04841380589311461,-0.000196095327475998,-0.00160743560129184,0.0030063843654143385,0.9831334289911958,0.011559196029344063,2.2002533372807482,1.1042330440193768
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.41635714285714287,0.03509131981126998,1.0,0.0,0.000694017587318644,-0.0008107263758318828,0.00019125043562717714,0.0018731317937698,-0.0002377517176188615,0.9862488363866395,0.0107895946538429,3.04156266396624,1.9427635775408252
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.4450714285714286,0.10178269430994238,1.0,0.0,-0.0424892686203884,0.04218970440062659,0.0005035309270234878,0.004829790279520241,0.00684846020518326,0.887388346201077,0.011457614214654431,1.923949642621934,0.9380657509594821
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.47378571428571437,0.16430305129127634,1.0,0.0,-0.05834985506188707,0.057920930462452974,0.0007558903520471505,0.006361723880327075,0.016087244838342007,0.8140726457838244,0.012939998522346409,1.1777579164947853,0.27391846751867144
0.25,-0.25,0.25,0.011,0.013751279844733236,0.402,0.5025000000000001,0.22314355131420976,1.0,0.0,-0.06272829434055802,0.062189621905058896,0.0010078467158058935,0.007305103860363871,0.02435384109655825,0.785932328529395,0.014678545500284506,0.9364161928345631,0.06383624381090167
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.375,-0.2876820724517809,1.0,0.0,0.06815195602999369,-0.0672942816378382,-0.0013579448503164837,-0.005821282345053191,0.035678244011960736,0.9175370917592252,0.01893372320859514,-0.28468893908950577,-0.07524844944681615
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.4107142857142857,-0.19671029424605427,1.0,0.0,0.07007111863660542,-0.06952824800440191,-0.0009472502192353627,-0.005126447811393264,0.026150830011867354,0.9097681257331691,0.016486949224049183,-0.2517985819849855,-0.04090867531304061
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.4464285714285714,-0.11332868530700324,1.0,0.0,0.06901122342681254,-0.0687094084644846,-0.000566592437897806,-0.0040682599546093545,0.015466088293739078,0.9244504152082879,0.014000873205269349,-0.0852373727155964,0.13139782595317231
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.052794180038090444,-0.052694695475912705,-0.0001950380169868371,-0.0019330711649445664,0.003998170182081817,0.977867092539674,0.011747216461321855,0.7258568746060234,0.9557325210161958
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.5178571428571428,0.03509131981126998,1.0,0.0,-0.005411945398769991,0.005319218269394695,0.00018927225238496437,0.002319687905302792,0.00019466251353905673,0.9762598269248817,0.010787179199975619,1.6650014700303473,1.8951187560705822
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.5535714285714286,0.10178269430994238,1.0,0.0,-0.05008913394125014,0.04985897103873628,0.00048334973003216763,0.005497591515704614,0.010317454949421156,0.8510916247329985,0.011917936587305746,0.4123784647092066,0.6146342540024297
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.5892857142857143,0.16430305129127634,1.0,0.0,-0.06121330102179523,0.06088243586465866,0.0007345690930526949,0.006953855326632952,0.02127571602922318,0.7887081393605854,0.013946406212417089,-0.06808442698513772,0.11934734396553365
0.25,-0.25,0.25,0.011,0.013021049249721063,0.5,0.625,0.22314355131420976,1.0,0.0,-0.06302975907868102,0.06260836947769022,0.001001601062505797,0.007905707564287434,0.030740781312849075,0.7770909291680208,0.016163501770830705,-0.18120227540663336,0.003552713678800502
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.0075,-0.2876820724517809,1.0,0.0,-0.14373417612373318,0.2672544519022324,-0.0018975630285827938,-0.00020512359866220464,0.0002211321403766675,0.9176340985435943,0.013413924606710413,44.42626821976602,-32.71688475692258
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.008214285714285714,-0.19671029424605427,1.0,0.0,-0.16414397063790886,0.24638030591411786,-0.0013414098651298723,-0.0001513923049423216,0.0001581186622606756,0.9439113288112992,0.013597136272148213,51.00087019371812,-25.43104615781999
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.008928571428571428,-0.11332868530700324,1.0,0.0,-0.18262069703678385,0.22889392343322656,-0.0007961218073671006,-9.34384115219844e-05,9.44780746692242e-05,0.9678024282275661,0.013766700777135177,56.9336244815588,-22.08302984918475
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.009642857142857144,-0.03636764417087472,1.0,0.0,-0.19949822453735333,0.2140395673200235,-0.00026241966759321667,-3.192324182776929e-05,3.1227248217802206e-05,0.9897003878636281,0.013924752793264474,62.207183848528295,-15.040052536718916
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.010357142857142856,0.03509131981126998,1.0,0.0,-0.21503178560672298,0.20127189175380394,0.00025946145579269775,3.262416899130205e-05,-3.085023556059774e-05,1.0099077096665876,0.01407296744550211,67.01236787698406,-11.983081986062668
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.011071428571428572,0.10178269430994238,1.0,0.0,-0.2294204924993548,0.19018716328514104,0.0007695740000118745,9.977392349813652e-05,-9.114437676815967e-05,1.0286621201415926,0.014212684108060992,65.62458909620261,-15.751361366800767
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.011785714285714287,0.16430305129127634,1.0,0.0,-0.24282222309268686,0.18048010802602382,0.0012681380130025177,0.00016917207391886624,-0.0001491756908972297,1.0461536768317592,0.014344990983746494,72.45939959155122,-13.725119398321691
0.25,-0.25,0.25,0.014000000000000002,0.04638722841988007,0.01,0.0125,0.22314355131420976,1.0,0.0,-0.2553643336719591,0.17191530921056852,0.0017554684962617362,0.0002405221403989355,-0.00020456656507628068,1.0625365926890196,0.014470784517975089,74.33290094560617,-12.245759961615478
