beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness,T,Shift,volatility_scaled,dV_dbeta_scaled,dV_drho_scaled,dV_dvolvol_scaled,dV_dvatm_scaled,dV_dF_scaled,dV_dK_scaled
-1.0,-1.0,-1.0,-1.0,-0.989329135261139,0.6000000000000001,0.13997113997113986,0.029146345659516293,1.0,0.0,0.009427961365114586,-0.22170272546414133,-0.09725272442554073,-0.8365851051724196,-0.4676829596465968,0.793738578960021,-0.7411920744625392
-1.0,-1.0,-1.0,-1.0,-0.989329135261139,0.6000000000000001,0.25598845598845577,0.3041533931593856,1.0,0.0,0.05898757800185643,-0.17346435097948307,0.004820636450029392,-0.4430130713166617,-0.9481277979633558,0.7598532621947242,-0.6987257345880907
-1.0,-1.0,-1.0,-1.0,-0.989329135261139,0.6000000000000001,0.3720057720057721,0.555215157327104,1.0,0.0,0.11670971743220318,-0.12106497057721474,0.0569057873286033,-0.12207646512854131,-0.9537871847853254,0.7584714731974359,-0.6971996304397716
-1.0,-1.0,-1.0,-1.0,-0.989329135261139,0.6000000000000001,0.488023088023088,0.7861695921669755,1.0,0.0,0.1736686768024255,-0.061027979148043615,0.09920281472123249,0.1603595641173946,-0.8213403668097814,0.7605561160964549,-0.7000194015253822
-1.0,-1.0,-1.0,-1.0,-0.989329135261139,0.6000000000000001,0.6040404040404039,0.9999999999999989,1.0,0.0,0.22894381935790573,0.006217891256361241,0.13738040841581156,0.4224164038935382,-0.6443505032510837,0.7628889144113579,-0.7031233114567296
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,-0.010101010101010166,-0.9999999999999996,1.0,0.0,0.1804094120791463,-0.4387560983502066,-0.5128012605246144,0.06572745873938579,-0.2897306679657392,0.9310685381494943,-0.9129127262902981
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,0.1341991341991342,-0.6147098441152081,1.0,0.0,0.10194815848955441,-0.35905705801288257,-0.4661820964161922,-0.3364335837614948,-0.41927871601668976,0.936648978345877,-0.9205654733398208
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,0.2784992784992786,-0.2748598412305834,1.0,0.0,0.02335249514204958,-0.2891297388756906,-0.35704982025880905,-0.8245964681835721,-0.20536412879647914,0.9201544357332575,-0.9001798693463422
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,0.42279942279942273,0.029146345659516293,1.0,0.0,0.015267913803462901,-0.22335930942323373,-0.07148079526679152,-0.7693540587266225,-0.60832617025117,0.7822266193556758,-0.7266166002174513
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,0.5670995670995671,0.30415339315938617,1.0,0.0,0.08172002957954383,-0.174492979698002,0.02716653080243081,-0.3055358171266679,-0.9949786743046038,0.7587846375045836,-0.6972646375252601
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,0.7113997113997113,0.5552151573271036,1.0,0.0,0.15302357738447359,-0.11743695189662817,0.08352706982824826,0.06440152563713364,-0.8951017711755171,0.76025326085593,-0.6992994757661587
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,0.8556998556998556,0.7861695921669755,1.0,0.0,0.22202903490825546,-0.05090622050701907,0.1314470814636602,0.394994520414789,-0.6879642115325062,0.7631484247863315,-0.7031122549892037
-1.0,-1.0,-1.0,-1.0,-0.9993751150332261,1.0,0.9999999999999998,0.9999999999999993,1.0,0.0,0.28853588232408645,0.024296838098699314,0.17525603521181599,0.7045353291765758,-0.4517515275560062,0.7657558250055669,-0.706535794267757
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9999999999999999,-0.9999999999999996,1.0,0.0,0.10464955123851505,-0.5690959966689055,-0.2789943529835589,-0.9434953259792582,-0.26264000479523375,0.680318503633138,-0.48802159595462336
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9971139971139971,-0.6147098441152078,1.0,0.0,0.10874143227074212,-0.43357791820729463,-0.2732767792551721,-0.9475853062711557,-0.1796407229175636,0.661425060517119,-0.5165153865453853
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9942279942279941,-0.2748598412305837,1.0,0.0,0.11248582704251704,-0.3059799585800619,-0.26732996195164954,-0.9514247880180283,-0.10459109025508129,0.6443063674541174,-0.5391878066424526
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9913419913419913,0.029146345659516293,1.0,0.0,0.11595064219626923,-0.18510950351592959,-0.2612074775466687,-0.9549773079550212,-0.03604965974057439,0.6286109415284733,-0.5576312706090756
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9884559884559884,0.3041533931593856,1.0,0.0,0.11918601952440917,-0.0700639640582709,-0.254948343440629,-0.958220483201955,0.027032447716828223,0.6140897349755601,-0.5728994424829175
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9855699855699855,0.5552151573271036,1.0,0.0,0.12223010472672886,0.039860796250417,-0.24858213235583493,-0.9611408609280444,0.08544532563942298,0.600559535590986,-0.5857194125040226
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9826839826839826,0.7861695921669755,1.0,0.0,0.12511262764635112,0.14522810820032167,-0.2421320028657199,-0.9637308925981658,0.139800594173753,0.58788168168067,-0.5966101578605552
-1.0,-1.0,-1.0,-0.5999999999999999,-0.40503234935136456,-1.0,-0.9797979797979797,0.9999999999999993,1.0,0.0,0.12785722781072242,0.24649777381137272,-0.2356165877052695,-0.9659870685155819,0.19058330323519712,0.5759484016105945,-0.6059527721660224
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.802020202020202,-0.9999999999999996,1.0,0.0,0.1314071290374385,-0.5514974106945221,-0.4044501614870744,-0.7612673087196851,-0.31687319600457453,0.9038122479624945,-0.8720279344156865
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.7708513708513708,-0.6147098441152081,1.0,0.0,0.12202045677806225,-0.42665954870410394,-0.3530830071515564,-0.8605942297912694,-0.19699088584047875,0.890050239740597,-0.8582807136415311
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.7396825396825396,-0.2748598412305834,1.0,0.0,0.11519599522871735,-0.3046781558973314,-0.289073345991267,-0.9357974833779765,-0.10232479079691847,0.8709757247948224,-0.8373530538252073
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.7085137085137084,0.029146345659516293,1.0,0.0,0.11192340197359116,-0.18791603753912164,-0.21541791268945898,-0.9708554022209215,-0.059406728853497626,0.847576873840148,-0.8106026258536393
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.6773448773448774,0.30415339315938617,1.0,0.0,0.11280903388236004,-0.08041719194004451,-0.1394233784878103,-0.9564997107397061,-0.08310531232556961,0.8228581130052772,-0.7818014008126759
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.6461760461760462,0.5552151573271036,1.0,0.0,0.11781117343524242,0.014922428722683956,-0.06935490747697201,-0.8973404795688512,-0.16236104532778084,0.8004702942740238,-0.75551338524675
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.615007215007215,0.7861695921669755,1.0,0.0,0.12631875937590195,0.09846498826045169,-0.009990251800872596,-0.8081335872126862,-0.26849334309110695,0.7826437749152434,-0.734567624554679
-1.0,-1.0,-1.0,-0.5999999999999999,-0.7578970363883686,-0.6000000000000001,-0.5838383838383838,0.9999999999999993,1.0,0.0,0.1374872355855699,0.1729924347616124,0.038242639895156805,-0.7040905555098349,-0.37493485403831883,0.7696534934663712,-0.7193809440646143
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.6040404040404039,-0.9999999999999992,1.0,0.0,0.16586994299818514,-0.5414037589594234,-0.48130391327974875,-0.5271796895846184,-0.4254719824962083,0.9256979424794708,-0.903323618251902
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.5445887445887445,-0.6147098441152078,1.0,0.0,0.13889183510707218,-0.42342430661633573,-0.4147552641652399,-0.7391968584569913,-0.26722671058280856,0.9138031193404352,-0.8901965389324423
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.485137085137085,-0.27485984123058305,1.0,0.0,0.1181316863978451,-0.3045851945752088,-0.3097316952303381,-0.9165883809719763,-0.1096368745989511,0.8866851463216598,-0.8576108651161609
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.42568542568542556,0.029146345659516876,1.0,0.0,0.1097703494739588,-0.18868172917316978,-0.16906779348709922,-0.9677930504652257,-0.09714158914654591,0.8428493263665517,-0.8037718282105399
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.36623376623376613,0.30415339315938617,1.0,0.0,0.11707361325832173,-0.08985981201584062,-0.03784186402883297,-0.8505039408292802,-0.2907510085208287,0.80039996566928,-0.7513759645728418
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.3067821067821066,0.555215157327104,1.0,0.0,0.13637295472003072,-0.009868438710058991,0.05309133237516528,-0.6499083523966804,-0.5269921362690484,0.7743975259788938,-0.7193858818151098
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.24733044733044718,0.7861695921669759,1.0,0.0,0.16214311389213293,0.06144864616625767,0.11321214125957452,-0.4411086152130437,-0.6936976446673166,0.7616875085671841,-0.703943956066973
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8206667237904366,-0.19999999999999996,-0.18787878787878776,1.0,1.0,0.0,0.19089418208982883,0.13125665386144303,0.1568802898605856,-0.24548579338804122,-0.7856599125559307,0.7559513269853116,-0.6971732343243122
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,-0.4060606060606059,-0.9999999999999996,1.0,0.0,0.2034074321425106,-0.5356455432238949,-0.5309442064613361,-0.29805774683267316,-0.4790952376106108,0.9326479074492288,-0.9133580353424469
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,-0.3183261183261181,-0.6147098441152078,1.0,0.0,0.1582727307672306,-0.42036850660021474,-0.46132802530772077,-0.6054057887814759,-0.33398070024588433,0.9254341545521092,-0.9055557085732233
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,-0.23059163059163046,-0.2748598412305834,1.0,0.0,0.12138730501294502,-0.3044688970338534,-0.32937006292616955,-0.8941606137105493,-0.12079908741277778,0.8955985827370669,-0.8690095700168139
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,-0.1428571428571428,0.029146345659516293,1.0,0.0,0.10931487143797337,-0.1898610769113378,-0.12388015445698339,-0.9460293989775868,-0.15842168876047724,0.8315411576318958,-0.7892037710604601
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,-0.05512265512265502,0.30415339315938617,1.0,0.0,0.1293467209943804,-0.10018285029146429,0.036486396267559895,-0.6907792048477602,-0.5220604838751175,0.7813641158206512,-0.7266185454293239
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,0.03261183261183276,0.5552151573271036,1.0,0.0,0.16654420774007436,-0.026414230580912634,0.12341047512252296,-0.38274902004177913,-0.7793319937314882,0.7623677738122201,-0.7031276057437444
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,0.12034632034632042,0.7861695921669755,1.0,0.0,0.20944626185943627,0.04679337327292332,0.17911521793268792,-0.10463478114167402,-0.8817281744075891,0.7566160681359482,-0.6962394535721605
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8538608853946362,0.20000000000000018,0.2080808080808083,0.9999999999999993,1.0,0.0,0.25384306001669327,0.12403634700553812,0.22270996916158847,0.14627322248808905,-0.8947685228950122,0.7553516585645821,-0.6949515728118169
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,-0.2080808080808081,-1.0,1.0,0.0,0.24168052132812823,-0.5335916284658211,-0.5668214640336167,-0.0835609775766536,-0.48560538016872634,0.9345210297835091,-0.9163474925060112
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,-0.09206349206349207,-0.6147098441152081,1.0,0.0,0.17905553343726893,-0.4180270040218794,-0.4970148403583232,-0.4706404060113603,-0.3835882491768494,0.9315618691453926,-0.9136321036916801
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,0.02395382395382395,-0.2748598412305837,1.0,0.0,0.12493490937126561,-0.3043269235173291,-0.3479268040127635,-0.8689952274183983,-0.13470885097114893,0.9023109121859976,-0.8775546126291298
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,0.13997113997113986,0.029146345659516293,1.0,0.0,0.11050689666442755,-0.19138287799218878,-0.08167270305852409,-0.9077531905492912,-0.23822055917329932,0.8193166081358864,-0.7736297155559598
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,0.25598845598845577,0.3041533931593856,1.0,0.0,0.1466668057026186,-0.10841702473401571,0.0881239915503032,-0.5206711092819395,-0.7090256179899725,0.7699230944586952,-0.7118181397882029
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,0.3720057720057721,0.555215157327104,1.0,0.0,0.20126973900367093,-0.03422887267828059,0.16988042079758692,-0.13959819849728516,-0.9075669776451232,0.758357891123117,-0.6975673107391388
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,0.488023088023088,0.7861695921669755,1.0,0.0,0.2595206593749557,0.04502752774771168,0.2263735689399929,0.19172142683976678,-0.9299450106906306,0.7566396398449049,-0.6956799876147893
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8757760617246924,0.6000000000000001,0.6040404040404039,0.9999999999999989,1.0,0.0,0.31778312612339776,0.13132951925063174,0.27390059129866895,0.49213861055397057,-0.8743412439157896,0.7573829439863606,-0.6968567120220813
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,-0.010101010101010166,-0.9999999999999996,1.0,0.0,0.2797958814613021,-0.5340119260112015,-0.5953046704805236,0.11768101668543818,-0.4609481875555348,0.9344409203291234,-0.9166167938710853
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,0.1341991341991342,-0.6147098441152081,1.0,0.0,0.20056005319994277,-0.4164766394449665,-0.525300018255412,-0.3393665821831755,-0.41434307498292844,0.9347185593459356,-0.9178215630929437
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,0.2784992784992786,-0.2748598412305834,1.0,0.0,0.12874586064031773,-0.3041652469311037,-0.3653761531395875,-0.8415596860758328,-0.1506609014211837,0.9078211355450483,-0.8845524871576453
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,0.42279942279942273,0.029146345659516293,1.0,0.0,0.11321149881048688,-0.193113064376717,-0.0436469089486303,-0.8565948970858941,-0.3293616065255778,0.8078471132211569,-0.7590704997565666
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,0.5670995670995671,0.30415339315938617,1.0,0.0,0.16682266972036283,-0.1140383073453343,0.12566649436210403,-0.35742175264661136,-0.8391526822637951,0.763761600656953,-0.7038349926722614
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,0.7113997113997113,0.5552151573271036,1.0,0.0,0.2375675078129215,-0.03659617128658807,0.20599296032191738,0.08125478908733508,-0.9576962646809601,0.7575728114885414,-0.696299151110681
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,0.8556998556998556,0.7861695921669755,1.0,0.0,0.3098222692604474,0.04951528441257114,0.2661966713771373,0.46213067595762636,-0.9096219433036303,0.7580439795392062,-0.6971259965691761
-1.0,-1.0,-1.0,-0.5999999999999999,-0.8918514085932253,1.0,0.9999999999999998,0.9999999999999993,1.0,0.0,0.38084885755406733,0.14473762704660514,0.31899945247744976,0.8111257509448201,-0.7983898719587463,0.7597440964337185,-0.6994693870527198
-1.0,-1.0,-1.0,-0.19999999999999996,-0.10030246821756461,-1.0,-0.9999999999999999,-0.9999999999999996,1.0,0.0,0.2070330437189667,-0.684811495272898,-0.2775535438516763,-0.944790321718862,-0.3130954884176953,0.5910903431410324,-0.29238999539689325
-1.0,-1.0,-1.0,-0.19999999999999996,-0.10030246821756461,-1.0,-0.9971139971139971,-0.6147098441152078,1.0,0.0,0.21364743109309406,-0.49861527286310825,-0.2725038850390692,-0.9482017207990755,-0.20601535248976388,0.5571026739001288,-0.342196043857196
-1.0,-1.0,-1.0,-0.19999999999999996,-0.10030246821756461,-1.0,-0.9942279942279941,-0.2748598412305837,1.0,0.0,0.2196554740003732,-0.32196390065487096,-0.2671471574366274,-0.9515498683118823,-0.11070235134706685,0.527153354178026,-0.3817106144741853
-1.0,-1.0,-1.0,-0.19999999999999996,-0.10030246821756461,-1.0,-0.9913419913419913,0.029146345659516293,1.0,0.0,0.22517627603291193,-0.1536836052239921,-0.2615554254401414,-0.9547821883981948,-0.02467625260543649,0.5003317241955973,-0.4138675534516606
-1.0,-1.0,-1.0,-0.19999999999999996,-0.10030246821756461,-1.0,-0.9884559884559884,0.3041533931593856,1.0,0.0,0.23029654065586916,0.007188568471190204,-0.25578009812821817,-0.9578641895614668,0.053808707200144745,0.4760080642249274,-0.44056803589490356
-1.0,-1.0,-1.0,-0.19999999999999996,-0.10030246821756461,-1.0,-0.9855699855699855,0.5552151573271036,1.0,0.0,0.2350815048797421,0.16144826776688387,-0.24985923148045494,-0.9607728935952172,0.1260298589261728,0.4537287817435922,-0.46310164633083245
