rho,volvol,v_atm_n,alpha,F,K,log_moneyness,beta,T,Shift,y_scaled
-1.0,-0.6000000000000005,-0.5999999999999999,-0.7580902191715859,-0.6000000000000001,-0.7369577790630422,-0.6438245304334964,0.25,1.0,0.0,0.1601498899313509
-1.0,-0.6000000000000005,-0.5999999999999999,-0.7580902191715859,-0.6000000000000001,-0.7119722382880278,-0.31736632215360744,0.25,1.0,0.0,0.1514057129685
-1.0,-0.6000000000000005,-0.5999999999999999,-0.7580902191715859,-0.6000000000000001,-0.6869866975130132,-0.016046115979360648,0.25,1.0,0.0,0.14469204032729144
-1.0,-0.6000000000000005,-0.5999999999999999,-0.7580902191715859,-0.6000000000000001,-0.6620011567379989,0.26373219057982783,0.25,1.0,0.0,0.1405390711743243
-1.0,-0.6000000000000005,-0.5999999999999999,-0.7580902191715859,-0.6000000000000001,-0.6370156159629844,0.5248442859637645,0.25,1.0,0.0,0.13933429181465287
-1.0,-0.6000000000000005,-0.5999999999999999,-0.7580902191715859,-0.6000000000000001,-0.6120300751879699,0.7696258868568887,0.25,1.0,0.0,0.14121392578400083
-1.0,-0.6000000000000005,-0.5999999999999999,-0.7580902191715859,-0.6000000000000001,-0.5870445344129555,1.0,0.25,1.0,0.0,0.14603031670454722
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.5238866396761133,-0.9999999999999989,0.25,1.0,0.0,0.22060166407732104
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.47622903412377093,-0.6438245304334964,0.25,1.0,0.0,0.19325810253827733
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.4285714285714286,-0.31736632215360794,0.25,1.0,0.0,0.16848587675440105
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.38091382301908605,-0.016046115979360204,0.25,1.0,0.0,0.14895873839050425
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.33325621746674383,0.263732190579827,0.25,1.0,0.0,0.13819630456465098
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.2855986119144014,0.5248442859637645,0.25,1.0,0.0,0.13874802496382901
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.23794100636205895,0.7696258868568887,0.25,1.0,0.0,0.15000310805986894
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8208350248099034,-0.19999999999999996,-0.19028340080971662,1.0,0.25,1.0,0.0,0.16896284016190474
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,-0.2858299595141699,-0.9999999999999993,0.25,1.0,0.0,0.2744435611075627
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,-0.2155002891844996,-0.643824530433497,0.25,1.0,0.0,0.23024412394826357
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,-0.1451706188548293,-0.31736632215360794,0.25,1.0,0.0,0.18823890048395991
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,-0.07484094852515888,-0.016046115979360648,0.25,1.0,0.0,0.15372755070359354
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,-0.004511278195488577,0.263732190579827,0.25,1.0,0.0,0.136524973762028
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,0.06581839213418172,0.5248442859637645,0.25,1.0,0.0,0.1438718984203123
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,0.13614806246385203,0.7696258868568887,0.25,1.0,0.0,0.17031029885621546
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8540148416862577,0.20000000000000018,0.20647773279352233,1.0,0.25,1.0,0.0,0.20635386518157525
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,-0.04777327935222675,-1.0,0.25,1.0,0.0,0.3287349445215626
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,0.045228455754771524,-0.643824530433497,0.25,1.0,0.0,0.26872451614753506
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,0.1382301908617698,-0.31736632215360794,0.25,1.0,0.0,0.20966512463306836
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,0.23123192596876807,-0.016046115979360648,0.25,1.0,0.0,0.15894695838636358
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,0.32423366107576634,0.263732190579827,0.25,1.0,0.0,0.13553890842334212
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,0.4172353961827646,0.5248442859637645,0.25,1.0,0.0,0.15364507135081362
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,0.5102371312897631,0.7696258868568887,0.25,1.0,0.0,0.1971061879144208
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8759202302682554,0.6000000000000001,0.6032388663967612,1.0,0.25,1.0,0.0,0.24944412179355194
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,0.1902834008097165,-0.9999999999999993,0.25,1.0,0.0,0.38242513417426516
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,0.30595720069404275,-0.643824530433497,0.25,1.0,0.0,0.3075817092765735
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,0.4216310005783688,-0.31736632215360794,0.25,1.0,0.0,0.23208232027777292
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,0.5373048004626952,-0.016046115979360648,0.25,1.0,0.0,0.16456524658162358
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,0.652978600347021,0.263732190579827,0.25,1.0,0.0,0.1352394209648968
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,0.7686524002313477,0.5248442859637645,0.25,1.0,0.0,0.1668224200373665
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,0.8843262001156738,0.7696258868568887,0.25,1.0,0.0,0.2271788338218115
-1.0,-0.6000000000000005,-0.5999999999999999,-0.8919882700136141,1.0,1.0,1.0,0.25,1.0,0.0,0.2945139133406698
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-1.0,-0.9999999999999993,0.25,1.0,0.0,0.2593578466463544
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-0.9976865240023135,-0.643824530433497,0.25,1.0,0.0,0.2649006209308641
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-0.995373048004627,-0.31736632215360794,0.25,1.0,0.0,0.2700806265838509
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-0.9930595720069404,-0.016046115979360204,0.25,1.0,0.0,0.27495037878498785
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-0.9907460960092539,0.263732190579827,0.25,1.0,0.0,0.27955167830579547
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-0.9884326200115674,0.5248442859637645,0.25,1.0,0.0,0.28391838146452186
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-0.9861191440138809,0.7696258868568887,0.25,1.0,0.0,0.28807832100307773
-1.0,-0.6000000000000005,-0.19999999999999996,-0.10043191203858104,-1.0,-0.9838056680161943,1.0,0.25,1.0,0.0,0.2920546740552586
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.7619433198380567,-0.9999999999999993,0.25,1.0,0.0,0.297610030443684
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.7369577790630422,-0.6438245304334964,0.25,1.0,0.0,0.2900776833036467
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.7119722382880278,-0.31736632215360744,0.25,1.0,0.0,0.2837670580990471
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.6869866975130132,-0.016046115979360648,0.25,1.0,0.0,0.27899838778693725
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.6620011567379989,0.26373219057982783,0.25,1.0,0.0,0.2760520587113696
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.6370156159629844,0.5248442859637645,0.25,1.0,0.0,0.27513678818104165
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.6120300751879699,0.7696258868568887,0.25,1.0,0.0,0.27636162176475354
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6003145990437642,-0.6000000000000001,-0.5870445344129555,1.0,0.25,1.0,0.0,0.2797231098015391
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.5238866396761133,-0.9999999999999989,0.25,1.0,0.0,0.34427363421827445
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.47622903412377093,-0.6438245304334964,0.25,1.0,0.0,0.32032404243746393
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.4285714285714286,-0.31736632215360794,0.25,1.0,0.0,0.2993137213759582
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.38091382301908605,-0.016046115979360204,0.25,1.0,0.0,0.2830322235255839
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.33325621746674383,0.263732190579827,0.25,1.0,0.0,0.27342147367328584
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.2855986119144014,0.5248442859637645,0.25,1.0,0.0,0.2718854358924022
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.23794100636205895,0.7696258868568887,0.25,1.0,0.0,0.2785627982632835
-1.0,-0.6000000000000005,-0.19999999999999996,-0.6866521025159387,-0.19999999999999996,-0.19028340080971662,1.0,0.25,1.0,0.0,0.29231104987203754
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,-0.2858299595141699,-0.9999999999999993,0.25,1.0,0.0,0.3962354349259025
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,-0.2155002891844996,-0.643824530433497,0.25,1.0,0.0,0.35499057016979896
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,-0.1451706188548293,-0.31736632215360794,0.25,1.0,0.0,0.31731696210448024
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,-0.07484094852515888,-0.016046115979360648,0.25,1.0,0.0,0.28745074874576054
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,-0.004511278195488577,0.263732190579827,0.25,1.0,0.0,0.27127125369521443
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,0.06581839213418172,0.5248442859637645,0.25,1.0,0.0,0.2730467454505717
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,0.13614806246385203,0.7696258868568887,0.25,1.0,0.0,0.2913832290693859
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7322887388835191,0.20000000000000018,0.20647773279352233,1.0,0.25,1.0,0.0,0.32102444429126475
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,-0.04777327935222675,-1.0,0.25,1.0,0.0,0.4501566856870154
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,0.045228455754771524,-0.643824530433497,0.25,1.0,0.0,0.3920624175050283
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,0.1382301908617698,-0.31736632215360794,0.25,1.0,0.0,0.33712662105559565
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,0.23123192596876807,-0.016046115979360648,0.25,1.0,0.0,0.2922289804201358
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,0.32423366107576634,0.263732190579827,0.25,1.0,0.0,0.2696116360836762
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,0.4172353961827646,0.5248442859637645,0.25,1.0,0.0,0.27828529912158245
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,0.5102371312897631,0.7696258868568887,0.25,1.0,0.0,0.31194627747327397
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7624144442514262,0.6000000000000001,0.6032388663967612,1.0,0.25,1.0,0.0,0.3587353451949366
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,0.1902834008097165,-0.9999999999999993,0.25,1.0,0.0,0.5045053944417955
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,0.30595720069404275,-0.643824530433497,0.25,1.0,0.0,0.43032836216151815
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,0.4216310005783688,-0.31736632215360794,0.25,1.0,0.0,0.35821709625621245
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,0.5373048004626952,-0.016046115979360648,0.25,1.0,0.0,0.2973394314099078
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,0.652978600347021,0.263732190579827,0.25,1.0,0.0,0.2684500079136733
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,0.7686524002313477,0.5248442859637645,0.25,1.0,0.0,0.28701737034551367
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,0.8843262001156738,0.7696258868568887,0.25,1.0,0.0,0.33754034032202873
-1.0,-0.6000000000000005,-0.19999999999999996,-0.7845110059148522,1.0,1.0,1.0,0.25,1.0,0.0,0.40095007437585395
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-1.0,-0.9999999999999993,0.25,1.0,0.0,0.3851335880376684
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-0.9976865240023135,-0.643824530433497,0.25,1.0,0.0,0.39360149325175414
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-0.995373048004627,-0.31736632215360794,0.25,1.0,0.0,0.40145907272244796
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-0.9930595720069404,-0.016046115979360204,0.25,1.0,0.0,0.4087990033976713
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-0.9907460960092539,0.263732190579827,0.25,1.0,0.0,0.4156940628912379
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-0.9884326200115674,0.5248442859637645,0.25,1.0,0.0,0.42220249744553656
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-0.9861191440138809,0.7696258868568887,0.25,1.0,0.0,0.42837168569198986
-1.0,-0.6000000000000005,0.2000000000000004,0.2226181791742996,-1.0,-0.9838056680161943,1.0,0.25,1.0,0.0,0.4342407103049854
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.7619433198380567,-0.9999999999999993,0.25,1.0,0.0,0.4259264169037774
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.7369577790630422,-0.6438245304334964,0.25,1.0,0.0,0.42069698541267486
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.7119722382880278,-0.31736632215360744,0.25,1.0,0.0,0.4164312267680951
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.6869866975130132,-0.016046115979360648,0.25,1.0,0.0,0.4133430151093364
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.6620011567379989,0.26373219057982783,0.25,1.0,0.0,0.4116120323691417
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.6370156159629844,0.5248442859637645,0.25,1.0,0.0,0.41137423681757196
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.6120300751879699,0.7696258868568887,0.25,1.0,0.0,0.4127135856335218
-1.0,-0.6000000000000005,0.2000000000000004,-0.4424664141328173,-0.6000000000000001,-0.5870445344129555,1.0,0.25,1.0,0.0,0.4156578889721457
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.5238866396761133,-0.9999999999999989,0.25,1.0,0.0,0.4695889382940337
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.47622903412377093,-0.6438245304334964,0.25,1.0,0.0,0.44884375846993546
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.4285714285714286,-0.31736632215360794,0.25,1.0,0.0,0.4309848298093047
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.38091382301908605,-0.016046115979360204,0.25,1.0,0.0,0.41724162342435406
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.33325621746674383,0.263732190579827,0.25,1.0,0.0,0.40881749479164237
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.2855986119144014,0.5248442859637645,0.25,1.0,0.0,0.4065885054286273
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.23794100636205895,0.7696258868568887,0.25,1.0,0.0,0.4108119156934186
-1.0,-0.6000000000000005,0.2000000000000004,-0.5524473261824253,-0.19999999999999996,-0.19028340080971662,1.0,0.25,1.0,0.0,0.4210565208202172
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,-0.2858299595141699,-0.9999999999999993,0.25,1.0,0.0,0.5192588648135438
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,-0.2155002891844996,-0.643824530433497,0.25,1.0,0.0,0.4813967344605562
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,-0.1451706188548293,-0.31736632215360794,0.25,1.0,0.0,0.4477158985069474
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,-0.07484094852515888,-0.016046115979360648,0.25,1.0,0.0,0.4214486172855648
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,-0.004511278195488577,0.263732190579827,0.25,1.0,0.0,0.40639810846475183
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,0.06581839213418172,0.5248442859637645,0.25,1.0,0.0,0.40531178611646945
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,0.13614806246385203,0.7696258868568887,0.25,1.0,0.0,0.4180607041266982
-1.0,-0.6000000000000005,0.2000000000000004,-0.6105514860440221,0.20000000000000018,0.20647773279352233,1.0,0.25,1.0,0.0,0.44189808903711886
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,-0.04777327935222675,-1.0,0.25,1.0,0.0,0.5719175153241832
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,0.045228455754771524,-0.643824530433497,0.25,1.0,0.0,0.5167841679342863
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,0.1382301908617698,-0.31736632215360794,0.25,1.0,0.0,0.46619450832528375
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,0.23123192596876807,-0.016046115979360648,0.25,1.0,0.0,0.42595199820528207
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,0.32423366107576634,0.263732190579827,0.25,1.0,0.0,0.4043587714671696
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,0.4172353961827646,0.5248442859637645,0.25,1.0,0.0,0.40745083262925036
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,0.5102371312897631,0.7696258868568887,0.25,1.0,0.0,0.43296338876029683
-1.0,-0.6000000000000005,0.2000000000000004,-0.6489016204234382,0.6000000000000001,0.6032388663967612,1.0,0.25,1.0,0.0,0.47331464600455275
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,0.1902834008097165,-0.9999999999999993,0.25,1.0,0.0,0.6258750177359383
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,0.30595720069404275,-0.643824530433497,0.25,1.0,0.0,0.5538979601850692
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,0.4216310005783688,-0.31736632215360794,0.25,1.0,0.0,0.4860335264743235
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,0.5373048004626952,-0.016046115979360648,0.25,1.0,0.0,0.43073546054403944
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,0.652978600347021,0.263732190579827,0.25,1.0,0.0,0.4027058916698554
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,0.7686524002313477,0.5248442859637645,0.25,1.0,0.0,0.41275177699516685
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,0.8843262001156738,0.7696258868568887,0.25,1.0,0.0,0.4536569919981988
-1.0,-0.6000000000000005,0.2000000000000004,-0.6770287655776344,1.0,1.0,1.0,0.25,1.0,0.0,0.5111816841333807
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-1.0,-0.9999999999999993,0.25,1.0,0.0,0.5067430676443248
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-0.9976865240023135,-0.643824530433497,0.25,1.0,0.0,0.5195046015664546
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-0.995373048004627,-0.31736632215360794,0.25,1.0,0.0,0.5312522227057468
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-0.9930595720069404,-0.016046115979360204,0.25,1.0,0.0,0.5421466377607604
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-0.9907460960092539,0.263732190579827,0.25,1.0,0.0,0.5523131293844478
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-0.9884326200115674,0.5248442859637645,0.25,1.0,0.0,0.5618512302776932
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-0.9861191440138809,0.7696258868568887,0.25,1.0,0.0,0.5708413172190859
-1.0,-0.6000000000000005,0.6000000000000003,0.578332220651893,-1.0,-0.9838056680161943,1.0,0.25,1.0,0.0,0.5793492274076133
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.7619433198380567,-0.9999999999999993,0.25,1.0,0.0,0.5548455365177242
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.7369577790630422,-0.6438245304334964,0.25,1.0,0.0,0.5516772893500689
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.7119722382880278,-0.31736632215360744,0.25,1.0,0.0,0.5492429305228437
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.6869866975130132,-0.016046115979360648,0.25,1.0,0.0,0.5477045770496652
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.6620011567379989,0.26373219057982783,0.25,1.0,0.0,0.5471952161525343
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.6370156159629844,0.5248442859637645,0.25,1.0,0.0,0.5478168710853356
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.6120300751879699,0.7696258868568887,0.25,1.0,0.0,0.5496387784624344
-1.0,-0.6000000000000005,0.6000000000000003,-0.28453203167423935,-0.6000000000000001,-0.5870445344129555,1.0,0.25,1.0,0.0,0.5526966842716944
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.5238866396761133,-0.9999999999999989,0.25,1.0,0.0,0.5961023925657877
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.47622903412377093,-0.6438245304334964,0.25,1.0,0.0,0.5782695276492625
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.4285714285714286,-0.31736632215360794,0.25,1.0,0.0,0.5631132452626547
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.38091382301908605,-0.016046115979360204,0.25,1.0,0.0,0.5515167907685486
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.33325621746674383,0.263732190579827,0.25,1.0,0.0,0.5442930764035758
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.2855986119144014,0.5248442859637645,0.25,1.0,0.0,0.5420395542409243
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.23794100636205895,0.7696258868568887,0.25,1.0,0.0,0.5450051031961001
-1.0,-0.6000000000000005,0.6000000000000003,-0.4182175444084558,-0.19999999999999996,-0.19028340080971662,1.0,0.25,1.0,0.0,0.5530413157607517
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,-0.2858299595141699,-0.9999999999999993,0.25,1.0,0.0,0.6435405052320036
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,-0.2155002891844996,-0.643824530433497,0.25,1.0,0.0,0.6090457656206129
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,-0.1451706188548293,-0.31736632215360794,0.25,1.0,0.0,0.5789040748094119
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,-0.07484094852515888,-0.016046115979360648,0.25,1.0,0.0,0.5555830752490215
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,-0.004511278195488577,0.263732190579827,0.25,1.0,0.0,0.5417012985267066
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,0.06581839213418172,0.5248442859637645,0.25,1.0,0.0,0.5391534412337579
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,0.13614806246385203,0.7696258868568887,0.25,1.0,0.0,0.5482049030974837
-1.0,-0.6000000000000005,0.6000000000000003,-0.4888017731294524,0.20000000000000018,0.20647773279352233,1.0,0.25,1.0,0.0,0.5674297725995933
-1.0,-0.6000000000000005,0.6000000000000003,-0.5353810607400842,0.6000000000000001,-0.04777327935222675,-1.0,0.25,1.0,0.0,0.6945980360870342
-1.0,-0.6000000000000005,0.6000000000000003,-0.5353810607400842,0.6000000000000001,0.045228455754771524,-0.643824530433497,0.25,1.0,0.0,0.6428071165904231
-1.0,-0.6000000000000005,0.6000000000000003,-0.5353810607400842,0.6000000000000001,0.1382301908617698,-0.31736632215360794,0.25,1.0,0.0,0.5963260100432247
-1.0,-0.6000000000000005,0.6000000000000003,-0.5353810607400842,0.6000000000000001,0.23123192596876807,-0.016046115979360648,0.25,1.0,0.0,0.5599000451978998
